YEAR,MONTH,STATE, RESIDENTIAL  PHOTOVOLTAIC ELECTRIC ENERGY SOLD BACK (MWh) , COMMERCIAL  PHOTOVOLTAIC ELECTRIC ENERGY SOLD BACK (MWh) , INDUSTRIAL  PHOTOVOLTAIC ELECTRIC ENERGY SOLD BACK (MWh) , TRANSPORTATION  PHOTOVOLTAIC ELECTRIC ENERGY SOLD BACK (MWh) , TOTAL  PHOTOVOLTAIC ELECTRIC ENERGY SOLD BACK (MWh) , RESIDENTIAL PHOTOVOLTAIC INSTALLED NET METERING CAPACITY (MW) , COMMERCIAL PHOTOVOLTAIC INSTALLED NET METERING CAPACITY (MW) , INDUSTRIAL  PHOTOVOLTAIC INSTALLED NET METERING CAPACITY (MW) , TRANSPORTATION PHOTOVOLTAIC INSTALLED NET METERING CAPACITY (MW) , TOTAL PHOTOVOLTAIC INSTALLED NET METERING CAPACITY (MW) , RESIDENTIAL PHOTOVOLTAIC NET METERING CUSTOMER COUNT , COMMERCIAL PHOTOVOLTAIC NET METERING CUSTOMER COUNT , INDUSTRIAL PHOTOVOLTAIC NET METERING CUSTOMER COUNT , TRANSPORTATIONPHOTOVOLTAIC NET METERING CUSTOMER COUNT , TOTAL PHOTOVOLTAIC NET METERING CUSTOMER COUNT , RESIDENTIAL  WIND ELECTRIC ENERGY SOLD BACK (MWh) , COMMERCIAL  WIND ELECTRIC ENERGY SOLD BACK (MWh) , INDUSTRIAL  WIND ELECTRIC ENERGY SOLD BACK (MWh) , TRANSPORTATION  WIND ELECTRIC ENERGY SOLD BACK (MWh) , TOTAL  WIND ELECTRIC ENERGY SOLD BACK (MWh) , RESIDENTIAL WIND INSTALLED NET METERING CAPACITY (MW) , COMMERCIAL WIND INSTALLED NET METERING CAPACITY (MW) , INDUSTRIAL  WIND INSTALLED NET METERING CAPACITY (MW) , TRANSPORTATION WIND INSTALLED NET METERING CAPACITY (MW) , TOTAL WIND INSTALLED NET METERING CAPACITY (MW) , RESIDENTIAL WIND NET METERING CUSTOMER COUNT , COMMERCIAL WIND NET METERING CUSTOMER COUNT , INDUSTRIAL WIND NET METERING CUSTOMER COUNT , TRANSPORTATION WIND NET METERING CUSTOMER COUNT , TOTAL WIND NET METERING CUSTOMER COUNT , RESIDENTIAL  OTHER ELECTRIC ENERGY SOLD BACK (MWh) , COMMERCIAL  OTHER ELECTRIC ENERGY SOLD BACK (MWh) , INDUSTRIAL  OTHER ELECTRIC ENERGY SOLD BACK (MWh) , TRANSPORTATION  OTHER ELECTRIC ENERGY SOLD BACK (MWh) , TOTAL  OTHER ELECTRIC ENERGY SOLD BACK (MWh) , RESIDENTIAL OTHER INSTALLED NET METERING CAPACITY (MW) , COMMERCIAL OTHER INSTALLED NET METERING CAPACITY (MW) , INDUSTRIAL  OTHER INSTALLED NET METERING CAPACITY (MW) , TRANSPORTATION OTHER INSTALLED NET METERING CAPACITY (MW) , TOTAL OTHER INSTALLED NET METERING CAPACITY (MW) , RESIDENTIAL OTHER NET METERING CUSTOMER COUNT , COMMERCIAL OTHER NET METERING CUSTOMER COUNT , INDUSTRIAL OTHER NET METERING CUSTOMER COUNT , TRANSPORTATION OTHER NET METERING CUSTOMER COUNT , TOTAL OTHER NET METERING CUSTOMER COUNT , RESIDENTIAL  TOTAL ELECTRIC ENERGY SOLD BACK TO THE UTILITY (MWh) , COMMERCIAL  TOTAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY(MWh) , INDUSTRIAL  TOTAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY(MWh) , TRANSPORTATION  TOTAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY(MWh) , TOTAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY(MWh) , RESIDENTIAL TOTAL  INSTALLED NET METERING CAPACITY (MW) , COMMERCIAL TOTAL  INSTALLED NET METERING CAPACITY (MW) , INDUSTRIAL  TOTAL  INSTALLED NET METERING CAPACITY (MW) , TRANSPORTATION TOTAL  INSTALLED NET METERING CAPACITY (MW) , TOTAL  INSTALLED NET METERING CAPACITY (MW) , RESIDENTIAL TOTAL  NET METERING CUSTOMER COUNT , COMMERCIAL TOTAL  NET METERING CUSTOMER COUNT , INDUSTRIAL TOTAL  NET METERING CUSTOMER COUNT , TRANSPORTATION TOTAL  NET METERING CUSTOMER COUNT , TOTAL NET METERING CUSTOMER COUNT , RESIDENTIAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY FOR ALL STATES SERVED(MWh) , COMMERCIAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY FOR ALL STATES SERVED(MWh) , INDUSTRIAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY FOR ALL STATES SERVED(MWh) , TRANSPORTATION  ELECTRIC ENERGY SOLD BACK TO THE UTILITY FOR ALL STATES SERVED(MWh) , TOTAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITYFOR ALL STATES SERVED(MWh) , RESIDENTIAL INSTALLED NET METERING CAPACITY FOR ALL STATES SERVED(MW) , COMMERCIAL INSTALLED NET METERING CAPACITY FOR ALL STATES SERVED(MW) , INDUSTRIAL  INSTALLED NET METERING CAPACITY FOR ALL STATES SERVED(MW) , TRANSPORTATION INSTALLED NET METERING CAPACITY FOR ALL STATES SERVED(MW) , INSTALLED NET METERING CAPACITY FOR ALL STATES SERVED(MW) , RESIDENTIAL NET METERING CUSTOMER COUNT FOR ALL STATES SERVED , COMMERCIAL NET METERING CUSTOMER COUNT FOR ALL STATES SERVED , INDUSTRIAL NET METERING CUSTOMER COUNT FOR ALL STATES SERVED , TRANSPORTATION NET METERING CUSTOMER COUNT FOR ALL STATES SERVED , NET METERING CUSTOMER COUNT FOR ALL STATES SERVED 
2011,6,WA, 14.35 , 9.33 , -   , -   , 23.68 , 4.14 , 1.35 , 0.02 , -   , 5.51 ," 1,047 ", 139 , 1 , -   ," 1,187 ", -   , -   , -   , -   , -   , 1 , 0 , -   , -   , 1 , 57 , 3 , -   , -   , 60 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 1 , -   , -   , -   , 1 ,0,0,0,0,0,0.182,0.002,0,0,0.184, 16 , 1 , -   , -   , 17 ,14.349,9.327,0,0,23.676,5.334,1.361,0.024,0,6.719," 1,121 ", 143 , 1 , -   ," 1,265 "
2011,6,WI, 5.66 , 4.20 , -   , -   , 9.87 , 1.99 , 1.78 , 0.02 , -   , 3.80 , 418 , 179 , 1 , -   , 598 , 3 , 3 , -   , -   , 6 , 1 , 2 , -   , -   , 2 , 86 , 74 , -   , -   , 160 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,0.052,8.42,0,0,8.472, 2 , 38 , -   , -   , 40 ,8.273,7.523,0,0,15.796,2.861,11.705,0.019,0,14.585, 506 , 291 , 1 , -   , 798 
2011,6,WV, 4.37 , 0.57 , -   , -   , 4.94 , 0.44 , 0.26 , -   , -   , 0.69 , 106 , 21 , -   , -   , 127 , 0 , -   , -   , -   , 0 , 0 , 0 , -   , -   , 0 , 26 , 3 , -   , -   , 29 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,0.001,,,0.001,, 1 ,,, 1 ,4.496,0.568,0,0,5.064,0.514,0.268,0,0,0.782, 132 , 25 , -   , -   , 157 
2011,6,WY, 8.32 , 3.30 , -   , -   , 11.62 , 0.12 , 0.11 , -   , -   , 0.23 , 37 , 9 , -   , -   , 46 , 34 , 5 , -   , -   , 39 , 0 , 0 , -   , -   , 0 , 132 , 8 , -   , -   , 140 ,,,,,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,,,,,0,0,0,0,0,0, -   , -   , -   , -   , -   ,42.092,8.29,0,0,50.382,0.498,0.225,0,0,0.723, 169 , 17 , -   , -   , 186 
2011,7,AK, 1.45 , 0.13 , -   , -   , 1.57 , 0.03 , 0.02 , 0.02 , -   , 0.07 , 15 , 5 , 3 , -   , 23 , 0 , 0 , -   , -   , 0 , 0 , 0 , -   , -   , 0 , 25 , 6 , -   , -   , 31 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,1.678,0.158,0,0,1.836,0.114,0.036,0.019,0,0.169, 40 , 11 , 3 , -   , 54 
2011,7,AR, -   , -   , -   , -   , -   , 0.46 , 0.17 , -   , -   , 0.64 , 106 , 16 , -   , -   , 122 , -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 0 , 6 , 4 , -   , -   , 10 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0,0,0,0,0,0.5,0.229,0,0,0.729, 112 , 20 , -   , -   , 132 
2011,7,AZ," 1,057.16 ", 599.97 , 208.68 , -   ," 1,865.80 ", 31.92 , 21.99 , 16.56 , -   , 70.46 ," 5,645 ", 223 , 74 , -   ," 5,942 ", 10 , 0 , -   , -   , 10 , 0 , 0 , -   , -   , 0 , 107 , 4 , -   , -   , 111 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,1067.144,600.053,208.675,0,1875.872,32.228,21.998,16.556,0,70.782," 5,752 ", 227 , 74 , -   ," 6,053 "
2011,7,CA," 1,548.18 ", 732.68 , 492.47 , -   ," 2,773.34 ", 469.50 , 234.81 , 275.48 , -   , 979.81 ," 96,469 "," 3,407 "," 1,885 ", -   ," 101,761 ", 13 , -   , -   , -   , 13 , 4 , 2 , 2 , -   , 8 , 473 , 32 , 18 , -   , 523 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,1.111,5.49,35.499,0,42.1, 146 , 18 , 49 , -   , 213 ,1561.384,732.683,492.472,0,2786.539,474.451,242.452,313.337,0,1030.24," 97,088 "," 3,457 "," 1,952 ", -   ," 102,497 "
2011,7,CO, 67.34 , 1.64 , -   , -   , 68.98 , 4.88 , 5.68 , 0.33 , -   , 10.90 , 988 , 210 , 5 , -   ," 1,203 ", -   , -   , -   , -   , -   , 0 , 1 , 2 , -   , 3 , 32 , 17 , 1 , -   , 50 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.45,0.00,3.45, -   , -   , 5 , -   , 5 ,,,,,0,,,,,0,,,,, -   ,67.34,1.642,0,0,68.982,4.985,6.654,5.576,0,17.215," 1,020 ", 227 , 11 , -   ," 1,258 "
2011,7,CT, 23.14 , 30.17 , 13.18 , -   , 66.48 , 13.26 , 16.28 , 1.35 , -   , 30.89 ," 2,080 ", 343 , 11 , -   ," 2,434 ", -   , -   , 1 , -   , 1 , 0 , 0 , 0 , -   , 0 , 16 , 5 , 1 , -   , 22 ,,,,,0.00,,,,,0.00,,,,, -   ,0,4.3,0,0,4.3,0.12,4.935,2.025,0,7.08, 9 , 19 , 4 , -   , 32 ,23.137,34.466,13.82,0,71.423,13.452,21.253,3.47,0,38.175," 2,105 ", 367 , 16 , -   ," 2,488 "
2011,7,DC, 6.15 , -   , -   , -   , 6.15 , 1.47 , 0.99 , -   , -   , 2.46 , 386 , 27 , -   , -   , 413 ,,,,, -   ,,,,, -   ,,,,, -   ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,6.151,0,0,0,6.151,1.466,0.994,0,0,2.46, 386 , 27 , -   , -   , 413 
2011,7,DE, 4.29 , 4.05 , -   , -   , 8.34 , 4.50 , 6.05 , 0.34 , -   , 10.88 , 764 , 132 , 6 , -   , 902 , -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 0 , 20 , 7 , -   , -   , 27 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,4.294,4.048,0,0,8.342,4.54,6.202,0.343,0,11.085, 784 , 139 , 6 , -   , 929 
2011,7,FL, 144.70 , 50.04 , -   , -   , 194.74 , 9.33 , 7.61 , -   , -   , 16.94 ," 1,916 ", 301 , -   , -   ," 2,217 ", -   , 0 , -   , -   , 0 , 0 , 0 , -   , -   , 0 , 6 , 15 , -   , -   , 21 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,144.701,50.337,0,0,195.038,9.343,7.641,0,0,16.984," 1,922 ", 316 , -   , -   ," 2,238 "
2011,7,GA, 67.40 , 435.90 , 0.50 , -   , 503.80 , 1.82 , 1.09 , 0.04 , -   , 2.94 , 113 , 62 , 2 , -   , 177 ,,,,, -   ,,,,, -   ,,,,, -   ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,67.4,435.9,0.5,0,503.8,1.818,1.088,0.035,0,2.941, 113 , 62 , 2 , -   , 177 
2011,7,HI, 114.08 , 39.33 , -   , -   , 153.41 , 19.87 , 17.92 , -   , -   , 37.79 ," 6,018 ", 536 , -   , -   ," 6,554 ", 1 , -   , -   , -   , 1 , 0 , 0 , -   , -   , 0 , 30 , 5 , -   , -   , 35 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,0,0.049,0,0,0.049, -   , 1 , -   , -   , 1 ,115.29,39.325,0,0,154.615,19.946,18.059,0,0,38.005," 6,048 ", 542 , -   , -   ," 6,590 "
2011,7,IA, 1.91 , 0.04 , -   , -   , 1.95 , 0.13 , 0.12 , -   , -   , 0.26 , 26 , 15 , -   , -   , 41 , 35 , 44 , -   , -   , 79 , 1 , 4 , 0 , -   , 5 , 82 , 57 , 4 , -   , 143 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00, -   , -   , 1 , -   , 1 ,0,107.8,0,0,107.8,0,1.292,0.346,0,1.638, -   , 3 , 2 , -   , 5 ,36.483,152.097,0,0,188.58,0.76,5.289,2.56,0,8.609, 108 , 75 , 7 , -   , 190 
2011,7,ID, -   , -   , -   , -   , -   , 0.41 , 0.24 , 0.03 , -   , 0.68 , 120 , 27 , 1 , -   , 148 , -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 0 , 57 , 3 , -   , -   , 60 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0.051,0.099,0,0,0.15, 11 , 5 , -   , -   , 16 ,0,0,0,0,0,0.794,0.447,0.025,0,1.266, 188 , 35 , 1 , -   , 224 
2011,7,IL, 0.06 , -   , -   , -   , 0.06 , 1.38 , 0.71 , -   , -   , 2.09 , 333 , 68 , -   , -   , 401 , 0 , 18 , -   , -   , 18 , 0 , 2 , -   , -   , 2 , 106 , 24 , -   , -   , 130 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,237.586,0,0,237.586,0,1.2,0,0,1.2, -   , 1 , -   , -   , 1 ,0.068,255.187,0,0,255.255,1.845,3.832,0,0,5.677, 439 , 93 , -   , -   , 532 
2011,7,IN, 0.60 , 0.90 , -   , -   , 1.50 , 0.47 , 0.39 , -   , -   , 0.87 , 121 , 42 , -   , -   , 163 , -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 1 , 64 , 10 , -   , -   , 74 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,0.2,,,0.2,, 1 ,,, 1 ,0.6,0.896,0,0,1.496,0.692,0.942,0,0,1.634, 185 , 53 , -   , -   , 238 
2011,7,KS, -   , -   , -   , -   , -   , 0.17 , 0.34 , -   , -   , 0.52 , 43 , 19 , -   , -   , 62 , -   , -   , -   , -   , -   , 0 , 1 , -   , -   , 1 , 31 , 15 , -   , -   , 46 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,0,0,0,0,0,0.303,0.87,0,0,1.173, 74 , 34 , -   , -   , 108 
2011,7,KY, 5.87 , 2.38 , -   , -   , 8.25 , 0.21 , 0.62 , -   , -   , 0.82 , 102 , 25 , -   , -   , 127 , 0 , -   , -   , -   , 0 , 0 , 0 , -   , -   , 0 , 3 , 1 , -   , -   , 4 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,5.895,2.377,0,0,8.272,0.212,0.622,0,0,0.834, 105 , 26 , -   , -   , 131 
2011,7,LA, -   , -   , -   , -   , -   , 3.95 , 0.22 , -   , -   , 4.17 , 845 , 19 , -   , -   , 864 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,0,0,0,0,0,3.946,0.218,0,0,4.164, 845 , 19 , -   , -   , 864 
2011,7,MA, 4.15 , 1.74 , -   , -   , 5.89 , 5.85 , 18.18 , 0.46 , -   , 24.49 ," 1,387 ", 377 , 4 , -   ," 1,768 ",,,,, -   , 0 , 7 , 1 , -   , 8 , 27 , 15 , 1 , -   , 43 ,,,,,0.00,0.07,0.44,0.00,0.00,0.50, 53 , 9 , -   , -   , 62 ,0,104,0,0,104,0.321,2.371,0,0,2.692, 9 , 6 , -   , -   , 15 ,4.15,105.742,0,0,109.892,6.376,28.085,1.059,0,35.52," 1,476 ", 407 , 5 , -   ," 1,888 "
2011,7,MD, 9.53 , 20.99 , -   , -   , 30.52 , 4.09 , 8.26 , -   , -   , 12.35 , 821 , 79 , -   , -   , 900 , -   , 0 , -   , -   , 0 , 0 , 0 , -   , -   , 0 , 39 , 10 , -   , -   , 49 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,9.532,21.03,0,0,30.562,4.223,8.307,0,0,12.53, 860 , 89 , -   , -   , 949 
2011,7,ME, 89.20 , 26.41 , -   , -   , 115.61 , 1.49 , 0.81 , -   , -   , 2.30 , 409 , 70 , -   , -   , 479 , 0 , 1 , -   , -   , 1 , 0 , 0 , -   , -   , 1 , 186 , 31 , -   , -   , 217 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 1 , -   , -   , -   , 1 ,0.094,7.92,0,0,8.014,0.139,0.222,0,0,0.361, 4 , 5 , -   , -   , 9 ,89.663,34.916,0,0,124.579,2.127,1.24,0,0,3.367, 600 , 106 , -   , -   , 706 
2011,7,MI,,,,, -   , 2.87 , 1.17 , 0.02 , -   , 4.06 , 474 , 100 , 1 , -   , 575 ,, -   , -   , -   , -   , 1 , 0 , 0 , -   , 2 , 157 , 35 , 1 , -   , 193 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,0,0.005,0,0,0.005, -   , 2 , -   , -   , 2 ,0,0,0,0,0,4.301,1.515,0.022,0,5.838, 631 , 137 , 2 , -   , 770 
2011,7,MN, 4.23 , 1.00 , -   , -   , 5.23 , 0.22 , 0.15 , -   , -   , 0.37 , 81 , 31 , -   , -   , 112 , 15 , 25 , -   , -   , 40 , 1 , 1 , 0 , -   , 1 , 38 , 26 , 1 , -   , 65 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,78.78,0,0,78.78,0,0.185,0,0,0.185, -   , 2 , -   , -   , 2 ,19.109,104.83,0,0,123.939,1.033,0.88,0.02,0,1.933, 119 , 59 , 1 , -   , 179 
2011,7,MO, 0.68 , -   , -   , -   , 0.68 , 0.85 , 1.60 , -   , -   , 2.45 , 200 , 122 , -   , -   , 322 , -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 0 , 31 , 11 , -   , -   , 42 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,0.678,0,0,0,0.678,0.948,1.732,0,0,2.68, 231 , 133 , -   , -   , 364 
2011,7,MT, -   , -   , -   , -   , -   , 1.29 , 0.84 , -   , -   , 2.13 , 490 , 167 , -   , -   , 657 , -   , -   , -   , -   , -   , 1 , 0 , -   , -   , 1 , 80 , 27 , -   , -   , 107 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0.015,0.07,0,0,0.085, 2 , 2 , -   , -   , 4 ,0,0,0,0,0,1.978,1.254,0,0,3.232, 572 , 196 , -   , -   , 768 
2011,7,NC, 5.16 , 0.61 , -   , -   , 5.77 , 0.38 , 0.66 , -   , -   , 1.04 , 94 , 23 , -   , -   , 117 , 0 , -   , -   , -   , 0 , 0 , 0 , -   , -   , 0 , 5 , 3 , -   , -   , 8 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,5.249,0.607,0,0,5.856,0.399,0.697,0,0,1.096, 99 , 26 , -   , -   , 125 
2011,7,ND, -   , -   , -   , -   , -   , 0.01 , 0.02 , -   , -   , 0.03 , 2 , 1 , -   , -   , 3 , 2 , -   , -   , -   , 2 , 0 , 0 , -   , -   , 0 , 18 , 1 , -   , -   , 19 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,1.793,0,0,0,1.793,0.248,0.086,0,0,0.334, 20 , 2 , -   , -   , 22 
2011,7,NE, 0.10 , 0.08 , -   , -   , 0.18 , 0.04 , 0.01 , 0.01 , -   , 0.05 , 7 , 2 , 2 , -   , 11 , 1 , -   , -   , -   , 1 , 0 , 0 , -   , -   , 0 , 4 , 3 , -   , -   , 7 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,0.878,0.077,0,0,0.955,0.061,0.021,0.008,0,0.09, 11 , 5 , 2 , -   , 18 
2011,7,NH,,,,, -   , 1.47 , 0.69 , 0.29 , -   , 2.45 , 412 , 73 , 8 , -   , 493 ,,,,, -   , 0 , 0 , -   , -   , 0 , 64 , 10 , -   , -   , 74 ,,,,,0.00,0.00,0.00,0.06,0.00,0.06, -   , -   , 1 , -   , 1 ,,,,,0,0.578,0.288,0.232,0,1.098, 159 , 13 , 2 , -   , 174 ,0,0,0,0,0,2.336,1.11,0.585,0,4.031, 635 , 96 , 11 , -   , 742 
2011,7,NJ, 61.18 , 33.80 , -   , -   , 94.97 , 47.02 , 74.83 , 22.28 , -   , 144.14 ," 5,647 ", 935 , 46 , -   ," 6,628 ", -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 1 , 36 , 7 , -   , -   , 43 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0.14,0,0,0.14, -   , 1 , -   , -   , 1 ,61.175,33.795,0,0,94.97,47.431,75.086,22.283,0,144.8," 5,683 ", 943 , 46 , -   ," 6,672 "
2011,7,NM, 20.05 , 0.50 , -   , -   , 20.54 , 1.32 , 0.12 , -   , -   , 1.43 , 384 , 6 , -   , -   , 390 , -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 0 , 4 , 1 , -   , -   , 5 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,20.045,0.498,0,0,20.543,1.335,0.121,0,0,1.456, 388 , 7 , -   , -   , 395 
2011,7,NV, 605.95 , 913.18 , 328.10 , -   ," 1,847.23 ", 5.43 , 11.86 , 3.21 , -   , 20.50 ," 1,144 ", 246 , 36 , -   ," 1,426 ", 10 , 1 , -   , -   , 11 , 0 , 0 , -   , -   , 0 , 58 , 12 , -   , -   , 70 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0.802,29.64,0,0,30.442,0.027,0.093,0.05,0,0.17, 4 , 1 , 1 , -   , 6 ,616.484,943.708,328.1,0,1888.292,5.722,12.022,3.26,0,21.004," 1,206 ", 259 , 37 , -   ," 1,502 "
2011,7,NY, -   , -   , -   , -   , -   , 9.77 , 6.79 , -   , -   , 16.56 ," 1,762 ", 325 , -   , -   ," 2,087 ",,,,, -   , 0 , 0 , -   , -   , 1 , 59 , 10 , -   , -   , 69 ,,,,,0.00,0.00,0.00,0.00,0.00,0.00, 1 , -   , -   , -   , 1 ,,,,,0,0.111,2.685,0,0,2.796, 12 , 6 , -   , -   , 18 ,0,0,0,0,0,10.278,9.66,0,0,19.938," 1,834 ", 341 , -   , -   ," 2,175 "
2011,7,OH, -   , -   , -   , -   , -   , 2.60 , 16.73 , 0.33 , -   , 19.65 , 542 , 322 , 8 , -   , 872 , -   , -   , -   , -   , -   , 1 , 6 , 0 , -   , 7 , 211 , 83 , 3 , -   , 297 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 1 , -   , -   , -   , 1 ,0,0,0,0,0,0.001,1.595,0.5,0,2.096, 1 , 5 , 1 , -   , 7 ,0,0,0,0,0,3.936,23.983,1.08,0,28.999, 755 , 410 , 12 , -   ," 1,177 "
2011,7,OK, 0.90 , -   , -   , -   , 0.90 , 0.27 , 0.08 , -   , -   , 0.35 , 91 , 6 , -   , -   , 97 , 0 , -   , -   , -   , 0 , 0 , 0 , -   , -   , 0 , 15 , 7 , -   , -   , 22 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,0.96,0,0,0,0.96,0.37,0.233,0,0,0.603, 106 , 13 , -   , -   , 119 
2011,7,OR, 301.80 , 391.27 , -   , -   , 693.08 , 5.86 , 9.80 , 0.12 , -   , 15.79 ," 1,642 ", 249 , 7 , -   ," 1,898 ", 2 , 8 , -   , -   , 10 , 0 , 0 , -   , -   , 0 , 23 , 6 , -   , -   , 29 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0.134,0,0,0,0.134,0.008,0.677,0,0,0.685, 1 , 6 , -   , -   , 7 ,303.664,399.321,0,0,702.985,6.056,10.723,0.118,0,16.897," 1,666 ", 261 , 7 , -   ," 1,934 "
2011,7,PA, 20.91 , 3.28 , -   , -   , 24.18 , 28.98 , 32.42 , 6.71 , -   , 68.13 ," 3,847 ", 426 , 37 , -   ," 4,310 ", -   , 0 , -   , -   , 0 , 0 , 0 , 0 , -   , 0 , 106 , 21 , 2 , -   , 129 ,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01, -   , 1 , -   , -   , 1 ,0,0,0,0,0,1.3,1.073,0,0,2.373, 187 , 26 , -   , -   , 213 ,20.906,3.379,0,0,24.285,30.634,33.564,6.721,0,70.919," 4,140 ", 474 , 39 , -   ," 4,653 "
2011,7,RI,,,,, -   , 0.56 , 0.68 , -   , -   , 1.24 , 130 , 41 , -   , -   , 171 , 0 , -   , -   , -   , 0 , 0 , 2 , -   , -   , 2 , 9 , 5 , -   , -   , 14 ,,,,,0.00,0.00,0.00,0.00,0.00,0.00, 1 , 1 , -   , -   , 2 ,,,,,0,,,,,0,,,,, -   ,0.208,0,0,0,0.208,0.589,2.957,0,0,3.546, 140 , 47 , -   , -   , 187 
2011,7,SC, 8.70 , 1.68 , -   , -   , 10.37 , 0.36 , 0.03 , -   , -   , 0.40 , 113 , 8 , -   , -   , 121 , -   , -   , -   , -   , -   , 0 , -   , -   , -   , 0 , 1 , -   , -   , -   , 1 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,8.698,1.675,0,0,10.373,0.361,0.033,0,0,0.394, 114 , 8 , -   , -   , 122 
