YEAR,MONTH,STATE, RESIDENTIAL  PHOTOVOLTAIC ELECTRIC ENERGY SOLD BACK (MWh) , COMMERCIAL  PHOTOVOLTAIC ELECTRIC ENERGY SOLD BACK (MWh) , INDUSTRIAL  PHOTOVOLTAIC ELECTRIC ENERGY SOLD BACK (MWh) , TRANSPORTATION  PHOTOVOLTAIC ELECTRIC ENERGY SOLD BACK (MWh) , TOTAL  PHOTOVOLTAIC ELECTRIC ENERGY SOLD BACK (MWh) , RESIDENTIAL PHOTOVOLTAIC INSTALLED NET METERING CAPACITY (MW) , COMMERCIAL PHOTOVOLTAIC INSTALLED NET METERING CAPACITY (MW) , INDUSTRIAL  PHOTOVOLTAIC INSTALLED NET METERING CAPACITY (MW) , TRANSPORTATION PHOTOVOLTAIC INSTALLED NET METERING CAPACITY (MW) , TOTAL PHOTOVOLTAIC INSTALLED NET METERING CAPACITY (MW) , RESIDENTIAL PHOTOVOLTAIC NET METERING CUSTOMER COUNT , COMMERCIAL PHOTOVOLTAIC NET METERING CUSTOMER COUNT , INDUSTRIAL PHOTOVOLTAIC NET METERING CUSTOMER COUNT , TRANSPORTATIONPHOTOVOLTAIC NET METERING CUSTOMER COUNT , TOTAL PHOTOVOLTAIC NET METERING CUSTOMER COUNT , RESIDENTIAL  WIND ELECTRIC ENERGY SOLD BACK (MWh) , COMMERCIAL  WIND ELECTRIC ENERGY SOLD BACK (MWh) , INDUSTRIAL  WIND ELECTRIC ENERGY SOLD BACK (MWh) , TRANSPORTATION  WIND ELECTRIC ENERGY SOLD BACK (MWh) , TOTAL  WIND ELECTRIC ENERGY SOLD BACK (MWh) , RESIDENTIAL WIND INSTALLED NET METERING CAPACITY (MW) , COMMERCIAL WIND INSTALLED NET METERING CAPACITY (MW) , INDUSTRIAL  WIND INSTALLED NET METERING CAPACITY (MW) , TRANSPORTATION WIND INSTALLED NET METERING CAPACITY (MW) , TOTAL WIND INSTALLED NET METERING CAPACITY (MW) , RESIDENTIAL WIND NET METERING CUSTOMER COUNT , COMMERCIAL WIND NET METERING CUSTOMER COUNT , INDUSTRIAL WIND NET METERING CUSTOMER COUNT , TRANSPORTATION WIND NET METERING CUSTOMER COUNT , TOTAL WIND NET METERING CUSTOMER COUNT , RESIDENTIAL  OTHER ELECTRIC ENERGY SOLD BACK (MWh) , COMMERCIAL  OTHER ELECTRIC ENERGY SOLD BACK (MWh) , INDUSTRIAL  OTHER ELECTRIC ENERGY SOLD BACK (MWh) , TRANSPORTATION  OTHER ELECTRIC ENERGY SOLD BACK (MWh) , TOTAL  OTHER ELECTRIC ENERGY SOLD BACK (MWh) , RESIDENTIAL OTHER INSTALLED NET METERING CAPACITY (MW) , COMMERCIAL OTHER INSTALLED NET METERING CAPACITY (MW) , INDUSTRIAL  OTHER INSTALLED NET METERING CAPACITY (MW) , TRANSPORTATION OTHER INSTALLED NET METERING CAPACITY (MW) , TOTAL OTHER INSTALLED NET METERING CAPACITY (MW) , RESIDENTIAL OTHER NET METERING CUSTOMER COUNT , COMMERCIAL OTHER NET METERING CUSTOMER COUNT , INDUSTRIAL OTHER NET METERING CUSTOMER COUNT , TRANSPORTATION OTHER NET METERING CUSTOMER COUNT , TOTAL OTHER NET METERING CUSTOMER COUNT , RESIDENTIAL  TOTAL ELECTRIC ENERGY SOLD BACK TO THE UTILITY (MWh) , COMMERCIAL  TOTAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY(MWh) , INDUSTRIAL  TOTAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY(MWh) , TRANSPORTATION  TOTAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY(MWh) , TOTAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY(MWh) , RESIDENTIAL TOTAL  INSTALLED NET METERING CAPACITY (MW) , COMMERCIAL TOTAL  INSTALLED NET METERING CAPACITY (MW) , INDUSTRIAL  TOTAL  INSTALLED NET METERING CAPACITY (MW) , TRANSPORTATION TOTAL  INSTALLED NET METERING CAPACITY (MW) , TOTAL  INSTALLED NET METERING CAPACITY (MW) , RESIDENTIAL TOTAL  NET METERING CUSTOMER COUNT , COMMERCIAL TOTAL  NET METERING CUSTOMER COUNT , INDUSTRIAL TOTAL  NET METERING CUSTOMER COUNT , TRANSPORTATION TOTAL  NET METERING CUSTOMER COUNT , TOTAL NET METERING CUSTOMER COUNT , RESIDENTIAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY FOR ALL STATES SERVED(MWh) , COMMERCIAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY FOR ALL STATES SERVED(MWh) , INDUSTRIAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY FOR ALL STATES SERVED(MWh) , TRANSPORTATION  ELECTRIC ENERGY SOLD BACK TO THE UTILITY FOR ALL STATES SERVED(MWh) , TOTAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITYFOR ALL STATES SERVED(MWh) , RESIDENTIAL INSTALLED NET METERING CAPACITY FOR ALL STATES SERVED(MW) , COMMERCIAL INSTALLED NET METERING CAPACITY FOR ALL STATES SERVED(MW) , INDUSTRIAL  INSTALLED NET METERING CAPACITY FOR ALL STATES SERVED(MW) , TRANSPORTATION INSTALLED NET METERING CAPACITY FOR ALL STATES SERVED(MW) , INSTALLED NET METERING CAPACITY FOR ALL STATES SERVED(MW) , RESIDENTIAL NET METERING CUSTOMER COUNT FOR ALL STATES SERVED , COMMERCIAL NET METERING CUSTOMER COUNT FOR ALL STATES SERVED , INDUSTRIAL NET METERING CUSTOMER COUNT FOR ALL STATES SERVED , TRANSPORTATION NET METERING CUSTOMER COUNT FOR ALL STATES SERVED , NET METERING CUSTOMER COUNT FOR ALL STATES SERVED 
2011,7,SD, 0.36 , -   , -   , -   , 0.36 , 0.01 , 0.04 , -   , -   , 0.05 , 2 , 2 , -   , -   , 4 , 1 , 2 , -   , -   , 3 , 0 , 0 , -   , -   , 0 , 25 , 2 , -   , -   , 27 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,1.211,1.926,0,0,3.137,0.117,0.07,0,0,0.187, 27 , 4 , -   , -   , 31 
2011,7,TN, 2.13 , 10.48 , 40.02 , -   , 52.64 , 0.01 , 0.14 , 0.18 , -   , 0.33 , 5 , 8 , 1 , -   , 14 , -   , -   , -   , -   , -   , -   , 0 , -   , -   , 0 , -   , 1 , -   , -   , 1 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,2.134,10.483,40.02,0,52.637,0.014,0.153,0.18,0,0.347, 5 , 9 , 1 , -   , 15 
2011,7,TX, -   , -   , -   , -   , -   , 0.34 , 0.40 , -   , -   , 0.73 , 102 , 30 , -   , -   , 132 , -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 0 , 22 , 5 , -   , -   , 27 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0,0,0,0,0,0.395,0.484,0,0,0.879, 124 , 35 , -   , -   , 159 
2011,7,UT, 0.16 , -   , -   , -   , 0.16 , 0.62 , 0.86 , -   , -   , 1.48 , 188 , 41 , -   , -   , 229 ,,,,, -   , 0 , 0 , -   , -   , 0 , 4 , 1 , -   , -   , 5 ,,,,,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,,,,,0,0.003,0.134,0,0,0.137, 1 , 2 , -   , -   , 3 ,0.159,0,0,0,0.159,0.632,0.99,0,0,1.622, 193 , 44 , -   , -   , 237 
2011,7,VA, 0.53 , 0.29 , -   , -   , 0.81 , 3.05 , 0.90 , 0.02 , -   , 3.96 , 680 , 79 , 1 , -   , 760 ,,,,, -   , 0 , 0 , 0 , -   , 0 , 44 , 6 , 1 , -   , 51 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0.526,0.285,0,0,0.811,3.197,0.921,0.029,0,4.147, 724 , 85 , 2 , -   , 811 
2011,7,VT, 81.63 , 125.36 , -   , -   , 206.99 , 3.57 , 2.13 , 0.17 , -   , 5.87 , 777 , 81 , 3 , -   , 861 , -   , 0 , -   , -   , 0 , 0 , 0 , -   , -   , 0 , 16 , 4 , -   , -   , 20 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,0.392,0.016,0,0,0.408, 61 , 1 , -   , -   , 62 ,81.634,125.461,0,0,207.095,4.07,2.213,0.167,0,6.45, 854 , 86 , 3 , -   , 943 
2011,7,WA, 16.08 , 11.61 , -   , -   , 27.69 , 4.23 , 1.47 , 0.02 , -   , 5.73 ," 1,068 ", 146 , 1 , -   ," 1,215 ", -   , -   , -   , -   , -   , 1 , 0 , -   , -   , 1 , 59 , 3 , -   , -   , 62 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 1 , -   , -   , -   , 1 ,0,0,0,0,0,0.182,0.002,0,0,0.184, 16 , 1 , -   , -   , 17 ,16.08,11.614,0,0,27.694,5.437,1.477,0.024,0,6.938," 1,144 ", 150 , 1 , -   ," 1,295 "
2011,7,WI, 5.49 , 4.69 , -   , -   , 10.18 , 2.03 , 1.84 , 0.02 , -   , 3.89 , 427 , 183 , 1 , -   , 611 , 0 , 2 , -   , -   , 2 , 1 , 2 , -   , -   , 2 , 87 , 74 , -   , -   , 161 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,0.052,8.42,0,0,8.472, 2 , 38 , -   , -   , 40 ,5.877,6.714,0,0,12.591,2.898,11.766,0.019,0,14.683, 516 , 295 , 1 , -   , 812 
2011,7,WV, 2.34 , -   , -   , -   , 2.34 , 0.44 , 0.26 , -   , -   , 0.69 , 110 , 21 , -   , -   , 131 , 0 , -   , -   , -   , 0 , 0 , 0 , -   , -   , 0 , 26 , 3 , -   , -   , 29 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,0.001,,,0.001,, 1 ,,, 1 ,2.398,0,0,0,2.398,0.514,0.268,0,0,0.782, 136 , 25 , -   , -   , 161 
2011,7,WY, 8.71 , 3.05 , -   , -   , 11.76 , 0.12 , 0.11 , -   , -   , 0.23 , 37 , 9 , -   , -   , 46 , 30 , 12 , -   , -   , 42 , 0 , 0 , -   , -   , 1 , 132 , 8 , -   , -   , 140 ,,,,,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,,,,,0,0,0,0,0,0, -   , -   , -   , -   , -   ,38.464,15.05,0,0,53.514,0.498,0.37,0,0,0.868, 169 , 17 , -   , -   , 186 
2011,8,AK, 2.14 , 0.03 , -   , -   , 2.17 , 0.04 , 0.02 , 0.02 , -   , 0.07 , 19 , 5 , 3 , -   , 27 , 1 , 0 , -   , -   , 1 , 0 , 0 , -   , -   , 0 , 25 , 6 , -   , -   , 31 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,2.698,0.041,0,0,2.739,0.126,0.036,0.019,0,0.181, 44 , 11 , 3 , -   , 58 
2011,8,AR, -   , -   , -   , -   , -   , 0.50 , 0.17 , -   , -   , 0.68 , 110 , 16 , -   , -   , 126 , -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 0 , 6 , 4 , -   , -   , 10 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0,0,0,0,0,0.534,0.229,0,0,0.763, 116 , 20 , -   , -   , 136 
2011,8,AZ," 1,028.53 ", 529.73 , 102.52 , -   ," 1,660.78 ", 33.27 , 22.09 , 16.52 , -   , 71.88 ," 5,850 ", 240 , 73 , -   ," 6,163 ", 6 , 0 , -   , -   , 6 , 0 , 0 , 0 , -   , 0 , 108 , 4 , 1 , -   , 113 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,1034.751,529.771,102.517,0,1667.039,33.582,22.094,16.539,0,72.215," 5,958 ", 244 , 74 , -   ," 6,276 "
2011,8,CA, 458.88 , 80.34 , 401.02 , -   , 940.24 , 411.57 , 202.57 , 264.88 , -   , 879.03 ," 84,121 "," 3,052 "," 1,865 ", -   ," 89,038 ", 13 , -   , -   , -   , 13 , 4 , 2 , 2 , -   , 8 , 448 , 32 , 18 , -   , 498 ,,,,,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,,,,,0,1.111,3.39,35.499,0,40, 146 , 16 , 49 , -   , 211 ,472.084,80.339,401.015,0,953.438,416.427,208.112,302.74,0,927.279," 84,715 "," 3,100 "," 1,932 ", -   ," 89,747 "
2011,8,CO, 70.57 , 1.68 , -   , -   , 72.25 , 4.98 , 5.75 , 0.33 , -   , 11.06 ," 1,007 ", 216 , 5 , -   ," 1,228 ", -   , -   , -   , -   , -   , 0 , 1 , 2 , -   , 3 , 33 , 17 , 1 , -   , 51 ,,,,,0.00,0.00,0.00,3.45,0.00,3.45, -   , -   , 5 , -   , 5 ,,,,,0,,,,,0,,,,, -   ,70.569,1.68,0,0,72.249,5.087,6.728,5.581,0,17.396," 1,040 ", 233 , 11 , -   ," 1,284 "
2011,8,CT, 21.44 , 27.78 , 9.78 , -   , 59.00 , 13.26 , 16.28 , 1.35 , -   , 30.89 ," 2,089 ", 343 , 11 , -   ," 2,443 ", -   , -   , 1 , -   , 1 , 0 , 0 , 0 , -   , 0 , 16 , 5 , 1 , -   , 22 ,,,,,0.00,,,,,0.00,,,,, -   ,0,1,0,0,1,0.12,4.935,2.025,0,7.08, 9 , 19 , 4 , -   , 32 ,21.443,28.777,10.74,0,60.96,13.452,21.253,3.47,0,38.175," 2,114 ", 367 , 16 , -   ," 2,497 "
2011,8,DC, 2.54 , -   , -   , -   , 2.54 , 1.64 , 1.05 , -   , -   , 2.70 , 429 , 32 , -   , -   , 461 ,,,,, -   ,,,,, -   ,,,,, -   ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,2.535,0,0,0,2.535,1.641,1.054,0,0,2.695, 429 , 32 , -   , -   , 461 
2011,8,DE, 4.43 , 8.63 , -   , -   , 13.06 , 4.59 , 6.39 , 1.93 , -   , 12.90 , 775 , 133 , 7 , -   , 915 , -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 0 , 20 , 7 , -   , -   , 27 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,4.425,8.63,0,0,13.055,4.631,6.539,1.926,0,13.096, 795 , 140 , 7 , -   , 942 
2011,8,FL, 145.02 , 56.95 , -   , -   , 201.97 , 9.87 , 8.87 , 0.06 , -   , 18.80 ," 2,027 ", 330 , 2 , -   ," 2,359 ", -   , 0 , -   , -   , 0 , 0 , 0 , -   , -   , 0 , 6 , 15 , -   , -   , 21 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,145.016,57.137,0,0,202.153,9.887,8.905,0.06,0,18.852," 2,033 ", 345 , 2 , -   ," 2,380 "
2011,8,GA, 161.00 , 239.50 , -   , -   , 400.50 , 1.83 , 1.15 , 0.03 , -   , 3.01 , 114 , 66 , 2 , -   , 182 ,,,,, -   ,,,,, -   ,,,,, -   ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,161,239.5,0,0,400.5,1.825,1.151,0.034,0,3.01, 114 , 66 , 2 , -   , 182 
2011,8,HI, 126.93 , 38.47 , -   , -   , 165.40 , 21.59 , 18.41 , -   , -   , 40.00 ," 6,198 ", 546 , -   , -   ," 6,744 ", 1 , -   , -   , -   , 1 , 0 , 0 , -   , -   , 0 , 30 , 5 , -   , -   , 35 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,0,0.049,0,0,0.049, -   , 1 , -   , -   , 1 ,128.353,38.466,0,0,166.819,21.66,18.553,0,0,40.213," 6,228 ", 552 , -   , -   ," 6,780 "
2011,8,IA, 2.05 , 0.04 , -   , -   , 2.09 , 0.14 , 0.16 , -   , -   , 0.30 , 29 , 17 , -   , -   , 46 , 34 , 7 , -   , -   , 41 , 1 , 4 , 0 , -   , 5 , 87 , 60 , 4 , -   , 151 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00, -   , -   , 1 , -   , 1 ,0,239.75,0,0,239.75,0,1.292,0.346,0,1.638, -   , 3 , 2 , -   , 5 ,36.04,246.811,0,0,282.851,0.874,5.442,2.56,0,8.876, 116 , 80 , 7 , -   , 203 
2011,8,ID, -   , -   , -   , -   , -   , 0.48 , 0.82 , 0.02 , -   , 1.32 , 142 , 43 , 1 , -   , 186 , -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 0 , 58 , 5 , -   , -   , 63 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0.051,0.099,0,0,0.15, 15 , 5 , -   , -   , 20 ,0,0,0,0,0,0.889,1.044,0.024,0,1.957, 215 , 53 , 1 , -   , 269 
2011,8,IL, 0.37 , -   , -   , -   , 0.37 , 1.46 , 0.75 , -   , -   , 2.21 , 349 , 72 , -   , -   , 421 , 0 , 2 , -   , -   , 2 , 0 , 2 , -   , -   , 2 , 106 , 24 , -   , -   , 130 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,281.778,0,0,281.778,0,1.2,0,0,1.2, -   , 1 , -   , -   , 1 ,0.384,284.239,0,0,284.623,1.92,3.867,0,0,5.787, 455 , 97 , -   , -   , 552 
2011,8,IN, 0.62 , 1.03 , -   , -   , 1.65 , 0.50 , 0.44 , -   , -   , 0.94 , 131 , 46 , -   , -   , 177 , -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 1 , 67 , 10 , -   , -   , 77 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,0.2,,,0.2,, 1 ,,, 1 ,0.619,1.03,0,0,1.649,0.732,0.988,0,0,1.72, 198 , 57 , -   , -   , 255 
2011,8,KS, -   , -   , -   , -   , -   , 0.17 , 0.33 , -   , -   , 0.50 , 40 , 17 , -   , -   , 57 , -   , -   , -   , -   , -   , 0 , 1 , -   , -   , 1 , 28 , 15 , -   , -   , 43 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,0,0,0,0,0,0.28,0.868,0,0,1.148, 68 , 32 , -   , -   , 100 
2011,8,KY, 6.75 , 1.27 , -   , -   , 8.02 , 0.23 , 0.59 , -   , -   , 0.82 , 108 , 22 , -   , -   , 130 , 0 , -   , -   , -   , 0 , 0 , 0 , -   , -   , 0 , 3 , 1 , -   , -   , 4 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,6.758,1.272,0,0,8.03,0.237,0.593,0,0,0.83, 111 , 23 , -   , -   , 134 
2011,8,LA, -   , -   , -   , -   , -   , 4.28 , 0.22 , -   , -   , 4.50 , 880 , 19 , -   , -   , 899 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,0,0,0,0,0,4.28,0.218,0,0,4.498, 880 , 19 , -   , -   , 899 
2011,8,MA, 2.73 , 2.23 , -   , -   , 4.95 , 6.08 , 18.52 , 0.46 , -   , 25.06 ," 1,429 ", 379 , 4 , -   ," 1,812 ",,,,, -   , 0 , 7 , 1 , -   , 8 , 27 , 15 , 1 , -   , 43 ,,,,,0.00,0.07,0.44,0.00,0.00,0.50, 53 , 9 , -   , -   , 62 ,0,98,0,0,98,0.321,2.371,0,0,2.692, 9 , 6 , -   , -   , 15 ,2.728,100.225,0,0,102.953,6.604,28.419,1.059,0,36.082," 1,518 ", 409 , 5 , -   ," 1,932 "
2011,8,MD, 6.51 , 19.49 , -   , -   , 26.00 , 4.40 , 8.49 , -   , -   , 12.88 , 889 , 86 , -   , -   , 975 , -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 0 , 39 , 10 , -   , -   , 49 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,6.509,19.486,0,0,25.995,4.535,8.537,0,0,13.072, 928 , 96 , -   , -   ," 1,024 "
2011,8,ME, 86.66 , 26.90 , -   , -   , 113.57 , 1.52 , 0.81 , -   , -   , 2.33 , 418 , 70 , -   , -   , 488 , 0 , 1 , -   , -   , 1 , 0 , 0 , -   , -   , 1 , 186 , 31 , -   , -   , 217 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 1 , -   , -   , -   , 1 ,0,1.92,0,0,1.92,0.139,0.222,0,0,0.361, 4 , 5 , -   , -   , 9 ,87.051,29.428,0,0,116.479,2.159,1.24,0,0,3.399, 609 , 106 , -   , -   , 715 
2011,8,MI,,,,, -   , 3.15 , 1.45 , 0.02 , -   , 4.62 , 501 , 117 , 1 , -   , 619 ,, -   , -   , -   , -   , 1 , 0 , 0 , -   , 2 , 157 , 36 , 1 , -   , 194 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,0,0.005,0,0,0.005, -   , 2 , -   , -   , 2 ,0,0,0,0,0,4.575,1.8,0.022,0,6.397, 658 , 155 , 2 , -   , 815 
2011,8,MN, 3.64 , 1.00 , -   , -   , 4.64 , 0.22 , 0.15 , -   , -   , 0.37 , 81 , 31 , -   , -   , 112 , 4 , 22 , -   , -   , 26 , 1 , 1 , 0 , -   , 1 , 38 , 26 , 1 , -   , 65 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,67.312,0,0,67.312,0,0.185,0,0,0.185, -   , 2 , -   , -   , 2 ,7.733,90.16,0,0,97.893,1.032,0.88,0.02,0,1.932, 119 , 59 , 1 , -   , 179 
2011,8,MO, 0.61 , -   , -   , -   , 0.61 , 0.89 , 1.73 , -   , -   , 2.61 , 206 , 130 , -   , -   , 336 , -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 0 , 31 , 11 , -   , -   , 42 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,0.614,0,0,0,0.614,0.982,1.862,0,0,2.844, 237 , 141 , -   , -   , 378 
2011,8,MT, -   , -   , -   , -   , -   , 1.29 , 0.84 , -   , -   , 2.13 , 490 , 167 , -   , -   , 657 , -   , -   , -   , -   , -   , 1 , 0 , -   , -   , 1 , 80 , 27 , -   , -   , 107 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,0.015,0.07,0,0,0.085, 2 , 2 , -   , -   , 4 ,0,0,0,0,0,1.978,1.254,0,0,3.232, 572 , 196 , -   , -   , 768 
2011,8,NC, 4.32 , 0.61 , -   , -   , 4.93 , 0.40 , 0.66 , -   , -   , 1.06 , 99 , 23 , -   , -   , 122 , 0 , -   , -   , -   , 0 , 0 , 0 , -   , -   , 0 , 5 , 4 , -   , -   , 9 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,4.361,0.609,0,0,4.97,0.421,0.698,0,0,1.119, 104 , 27 , -   , -   , 131 
2011,8,ND, -   , -   , -   , -   , -   , 0.01 , 0.02 , -   , -   , 0.03 , 2 , 1 , -   , -   , 3 , 0 , -   , -   , -   , 0 , 0 , 0 , -   , -   , 0 , 19 , 1 , -   , -   , 20 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0.102,0,0,0,0.102,0.258,0.086,0,0,0.344, 21 , 2 , -   , -   , 23 
2011,8,NE, 0.02 , 0.11 , -   , -   , 0.12 , 0.04 , 0.01 , 0.01 , -   , 0.06 , 8 , 2 , 2 , -   , 12 , 0 , -   , -   , -   , 0 , 0 , 0 , -   , -   , 0 , 4 , 4 , -   , -   , 8 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,0.243,0.106,0,0,0.349,0.064,0.025,0.008,0,0.097, 12 , 6 , 2 , -   , 20 
2011,8,NH,,,,, -   , 1.53 , 0.73 , 0.29 , -   , 2.55 , 427 , 76 , 8 , -   , 511 ,,,,, -   , 0 , 0 , -   , -   , 0 , 65 , 10 , -   , -   , 75 ,,,,,0.00,0.00,0.00,0.06,0.00,0.06, -   , -   , 1 , -   , 1 ,,,,,0,0.585,0.288,0.232,0,1.105, 161 , 13 , 2 , -   , 176 ,0,0,0,0,0,2.41,1.151,0.585,0,4.146, 653 , 99 , 11 , -   , 763 
2011,8,NJ, 61.02 , 116.65 , -   , -   , 177.66 , 48.60 , 83.26 , 22.02 , -   , 153.89 ," 5,823 ", 985 , 46 , -   ," 6,854 ", -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 1 , 36 , 8 , -   , -   , 44 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0.14,0,0,0.14, -   , 1 , -   , -   , 1 ,61.019,116.645,0,0,177.664,49.013,83.517,22.023,0,154.553," 5,859 ", 994 , 46 , -   ," 6,899 "
2011,8,NM, 16.26 , 0.44 , -   , -   , 16.70 , 1.43 , 0.13 , -   , -   , 1.56 , 414 , 8 , -   , -   , 422 , -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 0 , 3 , 1 , -   , -   , 4 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,16.26,0.436,0,0,16.696,1.443,0.135,0,0,1.578, 417 , 9 , -   , -   , 426 
2011,8,NV, 534.02 ," 1,051.23 ", 382.80 , -   ," 1,968.04 ", 5.68 , 13.80 , 3.43 , -   , 22.92 ," 1,178 ", 268 , 38 , -   ," 1,484 ", 9 , 7 , -   , -   , 17 , 0 , 0 , -   , -   , 0 , 56 , 12 , -   , -   , 68 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0.411,23.94,0,0,24.351,0.027,0.093,0,0,0.12, 4 , 1 , -   , -   , 5 ,543.756,1082.561,382.8,0,2009.117,5.967,14.087,3.434,0,23.488," 1,238 ", 281 , 38 , -   ," 1,557 "
2011,8,NY, -   , -   , -   , -   , -   , 9.78 , 6.80 , -   , -   , 16.57 ," 1,776 ", 328 , -   , -   ," 2,104 ",,,,, -   , 0 , 0 , -   , -   , 1 , 60 , 10 , -   , -   , 70 ,,,,,0.00,0.00,0.00,0.00,0.00,0.00, 1 , -   , -   , -   , 1 ,,,,,0,0.111,2.685,0,0,2.796, 12 , 6 , -   , -   , 18 ,0,0,0,0,0,10.295,9.671,0,0,19.966," 1,849 ", 344 , -   , -   ," 2,193 "
2011,8,OH, -   , -   , -   , -   , -   , 2.71 , 13.82 , 0.33 , -   , 16.87 , 565 , 349 , 8 , -   , 922 , -   , -   , -   , -   , -   , 1 , 6 , 0 , -   , 7 , 213 , 84 , 3 , -   , 300 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 1 , -   , -   , -   , 1 ,0,0,0,0,0,0.001,2.17,0.5,0,2.671, 1 , 6 , 1 , -   , 8 ,0,0,0,0,0,4.059,21.666,1.08,0,26.805, 780 , 439 , 12 , -   ," 1,231 "
