Utility Level Data - States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utility Characteristics,,,,,,Photovoltaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,All Technologies,,,,,,,,,,,,,,
,,,,,,Capacity MW,,,,,,Customers,,,,,Storage Capacity (MW),,,,,Storage Customers,,,,,Virtual Capacity (MW),,,,,Virtual Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,
Year,Month,State,Utility Number,Utility Name,Data Status,Type,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total
2020,5,CA,12745,Modesto Irrigation District,Preliminary,AC,33.018,9.880,8.116,0.000,51.014,"6,058",130,46,0,"6,234",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,33.018,9.880,8.116,0.000,51.014,"6,058",130,46,0,"6,234",0.000,0.000,0.000,0.000,0.000
2020,5,CA,14328,Pacific Gas & Electric Co.,Preliminary,AC,"2,663.575",971.480,877.211,0.000,"4,512.266","472,998","11,280","3,888",0,"488,166",73.349,8.951,39.998,0.000,122.298,"10,893",73,96,0,"11,062",17.561,17.353,0.138,0.000,35.052,"5,163","1,342",4,0,"6,509",.,.,.,.,0.000,0.987,0.628,18.198,0.000,19.813,177,37,41,0,255,.,.,.,.,0.000,0.108,8.935,161.764,0.000,170.807,15,35,245,0,295,.,.,.,.,0.000,"2,682.231",998.396,"1,057.311",0.000,"4,737.938","478,353","12,694","4,178",0,"495,225",0.000,0.000,0.000,0.000,0.000
2020,5,CA,14354,PacifiCorp,Preliminary,DC,4.043,2.877,2.252,0.000,9.172,506,53,20,0,579,0.028,0.000,0.000,0.000,0.028,5,0,0,0,5,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.001,0.005,0.000,0.000,0.006,1,2,0,0,3,.,.,.,.,0.000,0.011,0.066,0.000,0.000,0.077,2,1,0,0,3,.,.,.,.,0.000,4.055,2.948,2.252,0.000,9.255,509,56,20,0,585,0.000,0.000,0.000,0.000,0.000
2020,5,CA,14534,City of Pasadena - (CA),Preliminary,AC,6.391,4.090,.,.,10.481,"1,412",69,.,.,"1,481",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,504.499,143.840,.,.,648.339,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,6.391,4.090,NM,0.000,10.481,"1,412",69,0,0,"1,481",504.499,143.840,0.000,0.000,648.339
2020,5,CA,16534,Sacramento Municipal Util Dist,Preliminary,AC,133.229,55.488,33.768,0.000,222.485,"30,364",520,48,0,"30,932",1.613,0.036,0.500,0.000,2.149,262,1,1,0,264,0.671,0.348,0.000,0.000,1.019,560,43,0,0,603,.,.,.,.,0.000,0.002,0.000,0.005,0.000,0.007,1,0,1,0,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,133.902,55.836,33.773,0.000,223.511,"30,925",563,49,0,"31,537",0.000,0.000,0.000,0.000,0.000
2020,5,CA,16609,San Diego Gas & Electric Co,Preliminary,AC,997.650,199.030,83.190,.,"1,279.870","185,528","4,152",110,.,"189,790",33.480,9.480,1.000,.,43.960,"5,850",92,1,.,"5,943",10.510,4.420,2.080,.,17.010,342,54,3,.,399,33.420,10.170,1.500,.,45.090,0.120,0.020,1.000,.,1.140,37,4,1,.,42,0.000,0.000,0.000,.,0.000,0.030,13.630,13.800,.,27.460,3,52,19,.,74,0.000,0.000,0.000,.,0.000,"1,008.310",217.100,100.070,0.000,"1,325.480","185,910","4,262",133,0,"190,305",33.420,10.170,1.500,0.000,45.090
2020,5,CA,16655,City of Santa Clara - (CA),Preliminary,AC,1.043,0.793,.,.,1.836,257,9,.,.,266,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.043,0.793,NM,0.000,1.836,257,9,0,0,266,0.000,0.000,0.000,0.000,0.000
2020,5,CA,17609,Southern California Edison Co,Preliminary,AC,"1,923.044",712.530,220.505,.,"2,856.079","350,187","6,457",479,.,"357,123",50.350,29.155,1.895,.,81.400,"8,349",212,7,.,"8,568",7.208,19.137,.,.,26.345,84,756,.,.,840,.,.,.,.,0.000,2.060,4.955,3.150,.,10.165,240,15,6,.,261,.,.,.,.,0.000,1.244,42.922,34.166,.,78.332,145,125,48,.,318,.,.,.,.,0.000,"1,933.556",779.544,257.821,0.000,"2,970.921","350,656","7,353",533,0,"358,542",0.000,0.000,0.000,0.000,0.000
2020,5,CA,17612,Bear Valley Electric Service,Preliminary,AC,1.829,1.714,0.000,0.000,3.543,416,24,0,0,440,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.069,0.010,0.000,0.000,0.079,6,1,0,0,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,1.898,1.724,NM,0.000,3.622,422,25,0,0,447,0.000,0.000,0.000,0.000,0.000
2020,5,CA,18260,Surprise Valley Electrification,Preliminary,AC,0.027,0.025,.,.,0.052,3,2,.,.,5,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.027,0.025,NM,0.000,0.052,3,2,0,0,5,0.000,0.000,0.000,0.000,0.000
2020,5,CA,19281,Turlock Irrigation District,Preliminary,AC,12.989,10.776,16.322,.,40.087,"2,112",66,100,.,"2,278",.,.,.,.,0.000,.,.,.,.,0,0.063,.,3.189,.,3.252,3,.,8,.,11,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,13.052,10.776,19.511,0.000,43.339,"2,115",66,108,0,"2,289",0.000,0.000,0.000,0.000,0.000
2020,5,CA,99999,Adjustment 2020,Preliminary,,114.664,92.447,2.758,0.000,209.869,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,114.664,92.447,2.758,0.000,209.869,.,.,.,.,.,.,.,.,.,.
2020,5,CO,3989,City of Colorado Springs - (CO),Preliminary,AC,14.265,5.435,0.000,0.000,19.700,"3,000",639,0,0,"3,639",0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.731,3.149,0.000,0.000,3.880,420,64,0,0,484,0.000,0.000,0.000,0.000,0.000,0.002,0.006,0.000,0.000,0.008,1,1,0,0,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,14.998,8.590,NM,0.000,23.588,"3,421",704,0,0,"4,125",0.000,0.000,0.000,0.000,0.000
2020,5,CO,6604,City of Fort Collins - (CO),Preliminary,DC,9.859,1.570,0.358,0.000,11.787,"1,709",64,6,0,"1,779",0.239,0.050,0.000,0.000,0.289,35,1,0,0,36,0.620,0.000,0.000,0.000,0.620,200,0,0,0,200,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.001,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.536,0.000,1.536,0,0,4,0,4,0.000,0.000,0.000,0.000,0.000,10.480,1.570,1.894,0.000,13.944,"1,910",64,10,0,"1,984",0.000,0.000,0.000,0.000,0.000
2020,5,CO,9336,Intermountain Rural Elec Assn,Preliminary,AC,18.323,0.056,0.000,0.000,18.379,"3,135",4,0,0,"3,139",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.043,0.000,0.000,0.000,0.043,16,0,0,0,16,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,18.366,0.056,NM,0.000,18.422,"3,151",4,0,0,"3,155",0.000,0.000,0.000,0.000,0.000
2020,5,CO,12866,Moon Lake Electric Assn Inc,Preliminary,AC,0.006,0.100,0.000,0.000,0.106,1,5,0,0,6,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,1.076,0.000,0.000,1.076,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.006,0.100,NM,0.000,0.106,1,5,0,0,6,0.000,1.076,0.000,0.000,1.076
2020,5,CO,15257,"Poudre Valley REA, Inc",Preliminary,DC,5.593,0.317,0.032,.,5.942,734,24,2,.,760,.,.,.,.,0.000,.,.,.,.,0,0.743,.,.,.,0.743,161,.,.,.,161,99.130,.,.,.,99.130,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,6.336,0.317,0.032,0.000,6.685,895,24,2,0,921,99.130,0.000,0.000,0.000,99.130
2020,5,CO,15466,Public Service Co of Colorado,Preliminary,DC,182.669,122.931,0.639,.,306.239,"32,597","2,326",13,.,"34,936",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,182.669,122.931,0.639,0.000,306.239,"32,597","2,326",13,0,"34,936",0.000,0.000,0.000,0.000,0.000
2020,5,CO,16603,"San Luis Valley R E C, Inc",Preliminary,AC,0.661,0.227,0.189,.,1.077,118,17,26,.,161,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.003,.,.,.,0.003,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.664,0.227,0.189,0.000,1.080,120,17,26,0,163,0.000,0.000,0.000,0.000,0.000
2020,5,CO,19499,"United Power, Inc",Preliminary,AC,29.606,0.549,0.021,0.000,30.176,"4,757",14,1,0,"4,772",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.022,0.012,0.000,0.000,0.034,8,2,0,0,10,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,29.628,0.561,0.021,0.000,30.210,"4,765",16,1,0,"4,782",0.000,0.000,0.000,0.000,0.000
2020,5,CO,27058,"High West Energy, Inc",Preliminary,AC,0.008,.,.,.,0.008,4,.,.,.,4,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.008,NM,NM,0.000,0.008,4,0,0,0,4,0.000,0.000,0.000,0.000,0.000
2020,5,CO,56146,"Black Hills Colorado Electric, LLC",Preliminary,DC,8.464,6.399,0.100,.,14.963,"1,166",217,1,.,"1,384",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,1.800,.,1.800,.,.,1,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,8.464,6.399,1.900,0.000,16.763,"1,166",217,2,0,"1,385",0.000,0.000,0.000,0.000,0.000
2020,5,CO,99999,Adjustment 2020,Preliminary,,5.748,-17.215,0.158,0.000,-11.310,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.238,0.000,0.000,0.000,-0.238,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5.510,-17.215,0.158,0.000,-11.547,.,.,.,.,.,.,.,.,.,.
2020,5,CT,4176,Connecticut Light & Power Co,Preliminary,AC,240.208,148.906,21.344,0.000,410.458,"33,168","1,439",65,0,"34,672",0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,39.497,0.000,0.000,39.497,0,251,0,0,251,0.000,0.000,0.000,0.000,0.000,0.086,0.013,0.000,0.000,0.099,17,4,0,0,21,0.013,0.000,0.000,0.000,0.013,0.197,24.030,8.125,0.000,32.352,18,51,15,0,84,0.000,0.000,0.000,0.000,0.000,240.491,212.446,29.469,0.000,482.406,"33,203","1,745",80,0,"35,028",0.013,0.000,0.000,0.000,0.013
2020,5,CT,7716,Groton Dept of Utilities - (CT),Preliminary,AC,4.103,0.291,0.000,0.000,4.394,804,6,0,0,810,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,380.519,14.281,0.000,0.000,394.800,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,4.103,0.291,NM,0.000,4.394,804,6,0,0,810,380.519,14.281,0.000,0.000,394.800
2020,5,CT,19497,United Illuminating Co,Preliminary,AC,84.920,39.566,5.114,.,129.600,"12,909",276,32,.,"13,217",0.138,.,.,.,0.138,13,.,.,.,13,.,1.502,.,.,1.502,.,2,.,.,2,"7,011.246","3,131.827",284.519,.,"10,427.592",.,0.030,0.100,.,0.130,.,1,1,.,2,.,0.000,7.760,.,7.760,.,10.408,0.210,.,10.618,.,19,2,.,21,.,"1,735.440",22.200,.,"1,757.640",84.920,51.506,5.424,0.000,141.850,"12,909",298,35,0,"13,242","7,011.246","4,867.267",314.479,0.000,"12,192.992"
2020,5,CT,20038,Town of Wallingford - (CT),Preliminary,AC,0.072,0.452,0.000,0.000,0.524,12,4,0,0,16,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,6.656,50.255,0.000,0.000,56.911,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.072,0.452,NM,0.000,0.524,12,4,0,0,16,6.656,50.255,0.000,0.000,56.911
2020,5,CT,99999,Adjustment 2020,Preliminary,,0.102,0.181,.,.,0.283,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.102,0.181,.,.,0.283,.,.,.,.,.,.,.,.,.,.
2020,5,DC,15270,Potomac Electric Power Co,Preliminary,AC,37.512,34.462,.,.,71.974,"6,751",519,.,.,"7,270",.,.,.,.,0.000,.,.,.,.,0,0.014,0.149,.,.,0.163,1,3,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,37.526,34.611,NM,0.000,72.137,"6,752",522,0,0,"7,274",0.000,0.000,0.000,0.000,0.000
2020,5,DC,99999,Adjustment 2020,Preliminary,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,5,DE,5027,Delmarva Power,Preliminary,AC,41.518,16.371,1.773,0.000,59.662,"5,386",264,6,0,"5,656",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.024,0.007,0.000,0.000,0.031,5,3,0,0,8,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.500,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000,41.542,16.878,1.773,0.000,60.193,"5,391",268,6,0,"5,665",0.000,0.000,0.000,0.000,0.000
2020,5,DE,5070,Delaware Electric Cooperative,Preliminary,DC,14.080,3.593,.,.,17.673,"1,775",75,.,.,"1,850",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.019,0.005,.,.,0.024,7,1,.,.,8,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,14.099,3.598,NM,0.000,17.697,"1,782",76,0,0,"1,858",0.000,0.000,0.000,0.000,0.000
2020,5,DE,5335,City of Dover - (DE),Preliminary,DC,3.631,2.046,0.000,0.000,5.677,343,28,0,0,371,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.631,2.046,NM,0.000,5.677,343,28,0,0,371,0.000,0.000,0.000,0.000,0.000
2020,5,DE,13519,City of Newark - (DE),Preliminary,AC,0.380,0.082,0.143,0.000,0.605,105,5,7,0,117,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,0.500,.,.,0.500,.,1,.,.,1,.,.,.,.,0.000,0.380,0.582,0.143,0.000,1.105,105,6,7,0,118,0.000,0.000,0.000,0.000,0.000
2020,5,DE,99999,Adjustment 2020,Preliminary,,0.810,-0.201,3.557,0.000,4.166,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.810,-0.201,3.557,0.000,4.166,.,.,.,.,.,.,.,.,.,.
2020,5,FL,6452,Florida Power & Light Co,Preliminary,AC,145.250,32.015,1.241,.,178.506,"19,104",986,14,.,"20,104",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,"9,915.079","1,495.249",12.586,.,"11,422.914",0.007,0.050,.,.,0.057,3,7,.,.,10,0.266,0.119,.,.,0.385,.,0.750,5.199,.,5.949,.,1,3,.,4,.,.,.,.,0.000,145.257,32.815,6.440,0.000,184.512,"19,107",994,17,0,"20,118","9,915.345","1,495.368",12.586,0.000,"11,423.299"
2020,5,FL,6455,"Duke Energy Florida, LLC",Preliminary,AC,211.955,15.889,6.838,.,234.682,"27,733",486,16,.,"28,235",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,"15,894.209",707.699,109.926,.,"16,711.834",0.010,0.001,0.000,.,0.011,4,1,0,.,5,0.039,0.000,0.000,.,0.039,0.406,1.093,0.200,.,1.699,27,2,1,.,30,0.000,0.000,0.000,.,0.000,212.371,16.983,7.038,0.000,236.392,"27,764",489,17,0,"28,270","15,894.248",707.699,109.926,0.000,"16,711.873"
2020,5,FL,6457,Florida Public Utilities Co,Preliminary,AC,1.151,0.000,0.000,0.000,1.151,172,0,0,0,172,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,1.151,NM,NM,0.000,1.151,172,0,0,0,172,0.000,0.000,0.000,0.000,0.000
2020,5,FL,7801,Gulf Power Co,Preliminary,AC,26.697,0.766,.,.,27.463,"3,562",130,.,.,"3,692",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,1.284,0.000,.,.,1.284,0.002,0.012,.,.,0.014,1,5,.,.,6,0.000,0.000,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,0.471,.,.,.,0.471,26.699,0.778,NM,0.000,27.477,"3,563",135,0,0,"3,698",1.755,0.000,0.000,0.000,1.755
2020,5,FL,9617,JEA,Preliminary,DC,14.171,7.252,.,.,21.423,"1,835",94,.,.,"1,929",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,857.151,573.328,.,.,"1,430.479",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,14.171,7.252,NM,0.000,21.423,"1,835",94,0,0,"1,929",857.151,573.328,0.000,0.000,"1,430.479"
2020,5,FL,18454,Tampa Electric Co,Preliminary,DC,53.870,12.061,0.750,0.000,66.681,"6,093",176,4,0,"6,273",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,"3,311.734",535.582,31.042,0.000,"3,878.358",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,0.050,.,.,0.050,.,1,.,.,1,.,.,.,.,0.000,53.870,12.111,0.750,0.000,66.731,"6,093",177,4,0,"6,274","3,311.734",535.582,31.042,0.000,"3,878.358"
2020,5,FL,99999,Adjustment 2020,Preliminary,,52.876,13.882,0.007,0.000,66.765,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52.876,13.882,0.007,0.000,66.765,.,.,.,.,.,.,.,.,.,.
2020,5,GA,3916,Cobb Electric Membership Corp,Preliminary,AC,0.617,0.350,.,.,0.967,101,17,.,.,118,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,31.547,15.870,.,.,15.870,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.617,0.350,NM,0.000,0.967,101,17,0,0,118,31.547,15.870,0.000,0.000,47.417
2020,5,GA,9601,Jackson Electric Member Corp - (GA),Preliminary,DC,0.768,2.781,.,.,3.549,102,7,.,.,109,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,48.681,149.661,.,.,198.342,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.768,2.781,NM,0.000,3.549,102,7,0,0,109,48.681,149.661,0.000,0.000,198.342
2020,5,GA,99999,Adjustment 2020,Preliminary,,NM,2.036,0.749,.,NM,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NM,2.036,0.749,.,NM,.,.,.,.,.,.,.,.,.,.
2020,5,HI,8287,Hawaii Electric Light Co Inc,Preliminary,AC,67.660,19.977,1.466,.,89.103,"12,323",681,32,.,"13,036",6.817,0.117,0.003,.,6.937,943,10,1,.,954,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.050,0.014,0.167,.,0.231,14,1,3,.,18,.,.,.,.,0.000,.,.,0.049,.,0.049,.,.,1,.,1,.,.,.,.,0.000,67.710,19.991,1.682,0.000,89.383,"12,337",682,36,0,"13,055",0.000,0.000,0.000,0.000,0.000
2020,5,HI,10071,Kauai Island Utility Cooperative,Preliminary,AC,17.766,9.713,0.000,0.000,27.479,"4,319",363,0,0,"4,682",3.612,0.000,0.000,0.000,3.612,634,0,0,0,634,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,"1,656.317",781.869,0.000,0.000,"2,438.186",0.010,0.001,0.000,0.000,0.011,6,1,0,0,7,0.333,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,17.776,9.714,NM,0.000,27.490,"4,325",364,0,0,"4,689","1,656.650",781.869,0.000,0.000,"2,438.519"
2020,5,HI,11843,Maui Electric Co Ltd,Preliminary,AC,67.289,28.515,.,.,95.804,"11,478",962,.,.,"12,440",4.104,0.600,.,.,4.704,502,23,.,.,525,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.021,0.057,.,.,0.078,6,5,.,.,11,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,67.310,28.572,NM,0.000,95.882,"11,484",967,0,0,"12,451",0.000,0.000,0.000,0.000,0.000
2020,5,HI,19547,Hawaiian Electric Co Inc,Preliminary,AC,260.493,61.793,.,.,322.286,"53,040","1,659",.,.,"54,699",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.001,0.024,.,.,0.025,2,3,.,.,5,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,260.494,61.817,NM,0.000,322.311,"53,042","1,662",0,0,"54,704",0.000,0.000,0.000,0.000,0.000
2020,5,HI,99999,Adjustment 2020,Preliminary,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,5,IA,9417,Interstate Power and Light Co,Preliminary,AC,24.141,54.260,1.575,0.000,79.976,"2,904","1,791",12,0,"4,707",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.292,4.501,0.010,0.000,4.803,38,77,1,0,116,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,24.433,58.761,1.585,0.000,84.779,"2,942","1,868",13,0,"4,823",0.000,0.000,0.000,0.000,0.000
