Utility Level Data - States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utility Characteristics,,,,,,Photovoltaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,All Technologies,,,,,,,,,,,,,,
,,,,,,Capacity MW,,,,,,Customers,,,,,Storage Capacity (MW),,,,,Storage Customers,,,,,Virtual Capacity (MW),,,,,Virtual Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,
2018,4,MN,25177,Dakota Electric Association,Final,AC,0.953,0.356,.,.,1.309,103,12,.,.,115,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.110,0.095,.,.,0.205,6,4,.,.,10,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.063,0.451,NM,0.000,1.514,109,16,0,0,125,0.000,0.000,0.000,0.000,0.000
2018,4,MN,99999,Adjustment 2018,Final,,6.829,1.743,-0.992,0.000,7.580,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6.829,1.743,-0.992,0.000,7.580,.,.,.,.,.,.,.,.,.,.
2018,4,MO,4675,Cuivre River Electric Coop Inc,Final,AC,0.255,.,.,.,0.255,26,.,.,.,26,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,14.029,.,.,.,14.029,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.255,NM,NM,0.000,0.255,26,0,0,0,26,14.029,0.000,0.000,0.000,14.029
2018,4,MO,5860,Empire District Electric Co,Final,DC,12.203,6.689,0.156,.,19.048,"1,192",237,5,.,"1,434",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,91.052,33.143,0.000,.,124.195,0.030,0.008,0.001,.,0.039,6,2,1,.,9,0.373,0.000,0.000,.,0.373,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,12.233,6.697,0.157,0.000,19.087,"1,198",239,6,0,"1,443",91.425,33.143,0.000,0.000,124.568
2018,4,MO,9231,City of Independence - (MO),Final,AC,0.289,0.243,.,.,0.532,42,10,.,.,52,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,14.177,2.509,.,.,16.686,.,0.002,.,.,0.002,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.289,0.245,NM,0.000,0.534,42,11,0,0,53,14.177,2.509,0.000,0.000,16.686
2018,4,MO,10000,Kansas City Power & Light Co,Final,AC,8.583,16.355,.,.,24.938,855,734,.,.,"1,589",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,461.362,784.534,.,.,"1,245.896",0.011,0.050,.,.,0.061,4,1,.,.,5,0.019,0.080,.,.,0.099,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,8.594,16.405,NM,0.000,24.999,859,735,0,0,"1,594",461.381,784.614,0.000,0.000,"1,245.995"
2018,4,MO,12698,KCP&L Greater Missouri Operations Co.,Final,AC,18.621,14.798,0.532,.,33.951,"1,171",644,18,.,"1,833",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,"1,066.654",366.384,2.920,.,"1,435.958",0.026,0.009,.,.,0.035,11,3,.,.,14,1.492,0.272,.,.,1.764,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,18.647,14.807,0.532,0.000,33.986,"1,182",647,18,0,"1,847","1,068.146",366.656,2.920,0.000,"1,437.722"
2018,4,MO,17833,City Utilities of Springfield - (MO),Final,AC,1.181,0.761,.,.,1.942,138,22,.,.,160,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,9.375,.,.,.,9.375,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.181,0.761,NM,0.000,1.942,138,22,0,0,160,9.375,0.000,0.000,0.000,9.375
2018,4,MO,19436,Union Electric Co - (MO),Final,DC,23.576,30.670,1.880,.,56.126,"2,563","1,432",82,.,"4,077",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.048,0.018,.,.,0.066,18,7,.,.,25,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,23.624,30.688,1.880,0.000,56.192,"2,581","1,439",82,0,"4,102",0.000,0.000,0.000,0.000,0.000
2018,4,MO,99999,Adjustment 2018,Final,,5.763,-4.968,-0.355,.,0.440,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5.763,-4.968,-0.355,.,0.440,.,.,.,.,.,.,.,.,.,.
2018,4,MS,3841,Coast Electric Power Assn,Final,AC,0.047,0.009,.,.,0.056,74,1,.,.,75,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,40.520,1.920,.,.,42.440,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.047,0.009,NM,0.000,0.056,74,1,0,0,75,40.520,1.920,0.000,0.000,42.440
2018,4,MS,12685,Entergy Mississippi LLC,Final,DC,0.290,0.170,.,.,0.460,55,11,.,.,66,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.005,0.000,.,.,0.005,1,0,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.295,0.170,NM,0.000,0.465,56,11,0,0,67,0.000,0.000,0.000,0.000,0.000
2018,4,MS,12686,Mississippi Power Co,Final,DC,0.574,0.432,.,.,1.006,76,10,.,.,86,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.574,0.432,NM,0.000,1.006,76,10,0,0,86,0.000,0.000,0.000,0.000,0.000
2018,4,MS,17647,Southern Pine Elec Power Assn,Final,AC,0.117,0.315,.,.,0.432,17,4,.,.,21,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,9.296,30.508,.,.,39.804,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,0.065,.,.,0.065,.,1,.,.,1,.,.,.,.,0.000,0.117,0.380,NM,0.000,0.497,17,5,0,0,22,9.296,30.508,0.000,0.000,39.804
2018,4,MS,99999,Adjustment 2018,Final,,0.348,0.579,0.129,.,1.056,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.348,0.579,0.129,.,1.056,.,.,.,.,.,.,.,.,.,.
2018,4,MT,6395,Flathead Electric Coop Inc,Final,AC,0.258,0.102,.,.,0.360,40,13,.,.,53,.,.,.,.,0.000,.,.,.,.,0,0.100,.,.,.,0.100,266,.,.,.,266,.,.,.,.,0.000,0.005,.,.,.,0.005,4,.,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.363,0.102,NM,0.000,0.465,310,13,0,0,323,0.000,0.000,0.000,0.000,0.000
2018,4,MT,12692,"Missoula Electric Coop, Inc",Final,AC,0.210,0.015,0.000,0.000,0.225,38,2,0,0,40,.,.,.,.,0.000,.,.,.,.,0,0.066,0.036,.,.,0.102,74,7,.,.,81,.,.,.,.,0.000,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.278,0.051,NM,0.000,0.329,113,9,0,0,122,0.000,0.000,0.000,0.000,0.000
2018,4,MT,12825,NorthWestern Energy LLC - (MT),Final,DC,7.669,3.603,0.000,0.000,11.272,"1,695",386,0,0,"2,081",0.000,0.039,0.000,0.000,0.039,0,2,0,0,2,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.406,0.474,0.000,0.000,0.880,80,35,0,0,115,0.000,0.000,0.000,0.000,0.000,0.018,0.070,0.000,0.000,0.088,3,2,0,0,5,0.000,0.000,0.000,0.000,0.000,8.093,4.147,NM,0.000,12.240,"1,778",423,0,0,"2,201",0.000,0.000,0.000,0.000,0.000
2018,4,MT,19603,USBIA-Mission Valley Power,Final,AC,0.103,.,.,.,0.103,23,.,.,.,23,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.103,NM,NM,0.000,0.103,23,0,0,0,23,0.000,0.000,0.000,0.000,0.000
2018,4,MT,20997,Yellowstone Valley Elec Co-op,Final,AC,0.321,.,.,.,0.321,32,.,.,.,32,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.000,.,.,.,0.000,0.028,.,.,.,0.028,4,.,.,.,4,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.349,NM,NM,0.000,0.349,36,0,0,0,36,0.000,0.000,0.000,0.000,0.000
2018,4,MT,99999,Adjustment 2018,Final,,-0.295,-0.507,0.000,0.000,-0.803,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.295,-0.507,NM,0.000,-0.803,.,.,.,.,.,.,.,.,.,.
2018,4,NC,3046,Duke Energy Progress - (NC),Final,AC,14.248,12.346,.,.,26.594,"2,837",214,.,.,"3,051",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.002,0.010,.,.,0.012,1,1,.,.,2,.,.,.,.,0.000,.,6.139,.,.,6.139,.,12,.,.,12,.,.,.,.,0.000,14.250,18.495,NM,0.000,32.745,"2,838",227,0,0,"3,065",0.000,0.000,0.000,0.000,0.000
2018,4,NC,5416,"Duke Energy Carolinas, LLC",Final,AC,15.552,12.477,3.459,.,31.488,"3,164",247,20,.,"3,431",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,845.668,312.625,129.585,.,"1,287.878",0.003,0.039,.,.,0.042,3,4,.,.,7,.,.,.,.,0.000,.,1.156,.,.,1.156,.,3,.,.,3,.,.,.,.,0.000,15.555,13.672,3.459,0.000,32.686,"3,167",254,20,0,"3,441",845.668,312.625,129.585,0.000,"1,287.878"
2018,4,NC,9837,Jones-Onslow Elec Member Corp,Final,AC,0.326,.,.,.,0.326,52,.,.,.,52,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,20.236,.,.,.,20.236,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.326,NM,NM,0.000,0.326,52,0,0,0,52,20.236,0.000,0.000,0.000,20.236
2018,4,NC,16496,Rutherford Elec Member Corp,Final,AC,0.704,0.032,.,.,0.736,126,1,.,.,127,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,45.089,0.000,.,.,45.089,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.704,0.032,NM,0.000,0.736,126,1,0,0,127,45.089,0.000,0.000,0.000,45.089
2018,4,NC,19876,Virginia Electric & Power Co,Final,AC,0.421,0.450,0.000,0.000,0.871,81,7,0,0,88,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.012,0.046,0.000,0.000,0.058,2,7,0,0,9,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.433,0.496,NM,0.000,0.929,83,14,0,0,97,0.000,0.000,0.000,0.000,0.000
2018,4,NC,24889,Brunswick Electric Member Corp,Final,AC,0.856,.,.,.,0.856,107,.,.,.,107,.,.,.,.,0.000,.,.,.,.,0,0.010,.,.,.,0.010,15,.,.,.,15,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.866,NM,NM,0.000,0.866,122,0,0,0,122,0.000,0.000,0.000,0.000,0.000
2018,4,NC,99999,Adjustment 2018,Final,,7.443,0.129,.,.,7.572,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7.443,0.129,.,.,7.572,.,.,.,.,.,.,.,.,.,.
2018,4,ND,12301,Nodak Electric Coop Inc,Final,AC,0.016,0.000,0.000,0.000,0.016,4,0,0,0,4,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,1.587,0.000,0.000,0.000,1.587,0.166,0.000,0.060,0.000,0.226,7,0,2,0,9,2.644,0.000,7.200,0.000,9.844,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.182,NM,0.060,0.000,0.242,11,0,2,0,13,4.231,0.000,7.200,0.000,11.431
2018,4,ND,14232,Otter Tail Power Co,Final,AC,0.000,0.027,0.000,0.000,0.027,0,2,0,0,2,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.000,1.440,0.000,0.000,1.440,0.002,0.083,0.000,0.000,0.085,1,5,0,0,6,0.054,2.883,0.000,0.000,2.937,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.002,0.110,NM,0.000,0.112,1,7,0,0,8,0.054,4.323,0.000,0.000,4.377
2018,4,ND,19790,Verendrye Electric Coop Inc,Final,AC,0.010,.,.,.,0.010,3,.,.,.,3,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,1.156,.,.,.,1.156,0.034,.,.,.,0.034,5,.,.,.,5,0.132,.,.,.,0.132,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.044,NM,NM,0.000,0.044,8,0,0,0,8,1.288,0.000,0.000,0.000,1.288
2018,4,ND,24949,Cass County Elec Coop Inc,Final,DC,0.208,.,.,.,0.208,21,.,.,.,21,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,17.705,.,.,.,17.705,0.204,.,.,.,0.204,18,.,.,.,18,10.397,.,.,.,10.397,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.412,NM,NM,0.000,0.412,39,0,0,0,39,28.102,0.000,0.000,0.000,28.102
2018,4,ND,99999,Adjustment 2018,Final,,-0.036,.,.,.,-0.036,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.036,.,.,.,-0.036,.,.,.,.,.,.,.,.,.,.
2018,4,NE,4373,Cornhusker Public Power Dist,Final,AC,0.542,.,.,.,0.542,25,.,.,.,25,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.025,.,.,.,0.025,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.567,NM,NM,0.000,0.567,26,0,0,0,26,0.000,0.000,0.000,0.000,0.000
2018,4,NE,4911,Dawson Power District,Final,AC,0.159,0.014,0.000,0.000,0.173,15,1,0,0,16,0.004,0.000,0.000,0.000,0.004,1,0,0,0,1,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.002,0.000,0.000,0.002,0,1,0,0,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.159,0.016,NM,0.000,0.175,15,2,0,0,17,0.000,0.000,0.000,0.000,0.000
2018,4,NE,6779,City of Fremont - (NE),Final,AC,0.006,0.000,0.000,0.000,0.006,1,0,0,0,1,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.006,NM,NM,0.000,0.006,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000
2018,4,NE,11018,Lincoln Electric System,Final,AC,0.479,0.165,0.005,0.000,0.649,74,12,1,0,87,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,0.002,.,.,0.002,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.479,0.167,0.005,0.000,0.651,74,13,1,0,88,0.000,0.000,0.000,0.000,0.000
2018,4,NE,11251,Loup River Public Power Dist,Final,AC,.,.,0.250,.,0.250,.,.,13,.,13,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,20.134,.,20.134,.,.,0.025,.,0.025,.,.,1,.,1,.,.,0.520,.,0.520,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,NM,NM,0.275,0.000,0.275,0,0,14,0,14,0.000,0.000,20.654,0.000,20.654
2018,4,NE,12539,Midwest Electric Member Corp,Final,AC,0.039,.,.,.,0.039,4,.,.,.,4,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.059,.,.,.,0.059,4,.,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.098,NM,NM,0.000,0.098,8,0,0,0,8,0.000,0.000,0.000,0.000,0.000
2018,4,NE,13337,Nebraska Public Power District,Final,AC,0.392,0.258,.,.,0.650,64,20,.,.,84,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,3.284,1.085,.,.,4.369,0.025,0.049,.,.,0.074,4,15,.,.,19,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.417,0.307,NM,0.000,0.724,68,35,0,0,103,3.284,1.085,0.000,0.000,4.369
2018,4,NE,13664,Norris Public Power District,Final,DC,0.392,0.031,.,.,0.423,43,3,.,.,46,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,23.090,0.464,.,.,23.554,0.134,0.058,.,.,0.192,17,6,.,.,23,5.943,1.455,.,.,7.398,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.526,0.089,NM,0.000,0.615,60,9,0,0,69,29.033,1.919,0.000,0.000,30.952
2018,4,NE,14127,Omaha Public Power District,Final,AC,0.218,0.033,.,.,0.251,64,11,.,.,75,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,2.635,0.820,.,.,3.455,0.035,0.002,.,.,0.037,8,2,.,.,10,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.253,0.035,NM,0.000,0.288,72,13,0,0,85,2.635,0.820,0.000,0.000,3.455
2018,4,NE,17642,Southern Public Power District,Final,AC,0.193,0.028,0.000,0.000,0.221,16,2,0,0,18,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.027,0.000,0.000,0.000,0.027,5,0,0,0,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.220,0.028,NM,0.000,0.248,21,2,0,0,23,0.000,0.000,0.000,0.000,0.000
2018,4,NE,40606,City of Grand Island - (NE),Final,AC,0.037,0.022,0.000,0.000,0.059,4,1,0,0,5,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.037,0.022,NM,0.000,0.059,4,1,0,0,5,0.000,0.000,0.000,0.000,0.000
2018,4,NE,99999,Adjustment 2018,Final,,0.936,0.275,0.062,.,1.272,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.936,0.275,0.062,.,1.272,.,.,.,.,.,.,.,.,.,.
2018,4,NH,13441,New Hampshire Elec Coop Inc,Final,AC,5.305,1.206,0.542,.,7.053,806,50,4,.,860,.,.,.,.,0.000,.,.,.,.,0,0.000,0.391,.,.,0.391,0,14,.,.,14,.,.,.,.,0.000,0.091,0.002,.,.,0.093,30,1,0,.,31,.,.,.,.,0.000,0.012,0.004,.,.,0.016,1,1,.,.,2,.,.,.,.,0.000,5.408,1.603,0.542,0.000,7.553,837,66,4,0,907,0.000,0.000,0.000,0.000,0.000
2018,4,NH,15472,Public Service Co of NH,Final,AC,35.350,14.715,3.488,0.000,53.553,"5,008",411,25,0,"5,444",0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.168,0.131,0.000,0.000,0.299,30,8,0,0,38,0.000,0.000,0.000,0.000,0.000,0.093,12.438,0.215,0.000,12.746,3,37,3,0,43,0.000,0.000,0.000,0.000,0.000,35.611,27.284,3.703,0.000,66.598,"5,041",456,28,0,"5,525",0.000,0.000,0.000,0.000,0.000
2018,4,NH,24590,Unitil Energy Systems,Final,AC,5.071,1.573,0.660,0.000,7.304,721,48,5,0,774,0.021,.,.,.,0.021,3,.,.,.,3,0.148,0.118,.,.,0.266,7,5,.,.,12,13.984,11.665,.,.,25.649,0.003,0.011,.,.,0.014,2,1,.,.,3,.,.,.,.,0.000,.,0.005,.,.,0.005,.,1,.,.,1,.,.,.,.,0.000,5.222,1.707,0.660,0.000,7.589,730,55,5,0,790,13.984,11.665,0.000,0.000,25.649
2018,4,NH,26510,Liberty Utilities (Granite State Electric) Corp,Final,AC,2.570,1.635,.,.,4.205,399,29,.,.,428,.,.,.,.,0.000,.,.,.,.,0,0.060,0.256,.,.,0.316,6,6,.,.,12,.,.,.,.,0.000,.,0.006,.,.,0.006,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.630,1.897,NM,0.000,4.527,405,36,0,0,441,0.000,0.000,0.000,0.000,0.000
2018,4,NH,61823,"Greenskies Renewable Energy, LLC",Final,DC,.,2.730,.,.,2.730,.,6,.,.,6,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,NM,2.730,NM,0.000,2.730,0,6,0,0,6,0.000,0.000,0.000,0.000,0.000
2018,4,NH,99999,Adjustment 2018,Final,,0.306,-0.476,.,.,-0.170,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.306,-0.476,.,.,-0.170,.,.,.,.,.,.,.,.,.,.
2018,4,NJ,963,Atlantic City Electric Co,Final,AC,207.323,102.770,19.526,0.000,329.619,"25,257","1,011",39,0,"26,307",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.207,0.040,0.000,0.000,0.247,17,2,0,0,19,0.000,0.000,0.000,0.000,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,207.530,102.810,19.526,0.000,329.866,"25,274","1,013",39,0,"26,326",0.000,0.000,0.000,0.000,0.000
2018,4,NJ,9726,Jersey Central Power & Lt Co,Final,AC,218.139,208.331,16.099,0.000,442.569,"28,177","1,579",30,0,"29,786",0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.220,0.057,0.000,0.000,0.277,15,4,0,0,19,0.000,0.000,0.000,0.000,0.000,0.000,0.140,0.000,0.000,0.140,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000,218.359,208.528,16.099,0.000,442.986,"28,192","1,584",30,0,"29,806",0.000,0.000,0.000,0.000,0.000
2018,4,NJ,15477,Public Service Elec & Gas Co,Final,AC,194.204,474.304,37.685,0.000,706.193,"32,807","2,679",71,0,"35,557",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,1.514,.,.,1.514,.,4,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,194.204,475.818,37.685,0.000,707.707,"32,807","2,683",71,0,"35,561",0.000,0.000,0.000,0.000,0.000
2018,4,NJ,16213,Rockland Electric Co,Final,AC,3.848,10.222,0.085,0.000,14.155,470,94,2,0,566,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,3.848,10.222,0.085,0.000,14.155,470,94,2,0,566,0.000,0.000,0.000,0.000,0.000
2018,4,NJ,61823,"Greenskies Renewable Energy, LLC",Final,DC,.,13.420,.,.,13.420,.,28,.,.,28,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,NM,13.420,NM,0.000,13.420,0,28,0,0,28,0.000,0.000,0.000,0.000,0.000
