Utility Level Data - States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utility Characteristics,,,,,,Photovoltaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,All Technologies,,,,,,,,,,,,,,
,,,,,,Capacity MW,,,,,,Customers,,,,,Storage Capacity (MW),,,,,Storage Customers,,,,,Virtual Capacity (MW),,,,,Virtual Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,
2018,11,MD,15270,Potomac Electric Power Co,Final,AC,149.408,38.587,.,.,187.995,"18,936",177,.,.,"19,113",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.016,0.002,.,.,0.018,1,1,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,149.424,38.589,NM,0.000,188.013,"18,937",178,0,0,"19,115",0.000,0.000,0.000,0.000,0.000
2018,11,MD,17637,Southern Maryland Elec Coop Inc,Final,AC,48.833,3.994,0.000,0.000,52.827,"5,632",52,0,0,"5,684",0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,"2,081.313",75.086,0.000,0.000,"2,156.399",0.020,0.016,0.000,0.000,0.036,3,3,0,0,6,0.137,0.200,0.000,0.000,0.337,0.000,0.320,0.000,0.000,0.320,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000,48.853,4.330,NM,0.000,53.183,"5,635",56,0,0,"5,691","2,081.450",75.286,0.000,0.000,"2,156.736"
2018,11,MD,61823,"Greenskies Renewable Energy, LLC",Final,DC,.,3.180,.,.,3.180,.,7,.,.,7,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,NM,3.180,NM,0.000,3.180,0,7,0,0,7,0.000,0.000,0.000,0.000,0.000
2018,11,MD,99999,Adjustment 2018,Final,,10.935,10.738,2.260,.,23.933,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10.935,10.738,2.260,.,23.933,.,.,.,.,.,.,.,.,.,.
2018,11,ME,1179,Emera Maine,Final,AC,3.559,2.117,0.026,.,5.702,616,83,1,.,700,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.356,0.162,0.600,.,1.118,97,16,1,.,114,.,.,.,.,0.000,.,0.280,.,.,0.280,.,4,.,.,4,.,.,.,.,0.000,3.915,2.559,0.626,0.000,7.100,713,103,2,0,818,0.000,0.000,0.000,0.000,0.000
2018,11,ME,3266,Central Maine Power Co,Final,AC,21.390,11.631,.,.,33.021,"3,282",379,.,.,"3,661",0.000,0.000,.,.,0.000,0,0,.,.,0,0.693,0.000,.,.,0.693,105,0,.,.,105,744.196,445.934,.,.,"1,190.130",0.537,0.339,.,.,0.876,199,35,.,.,234,4.339,0.239,.,.,4.578,0.136,1.956,.,.,2.092,4,14,.,.,18,0.000,65.526,.,.,65.526,22.756,13.926,NM,0.000,36.682,"3,590",428,0,0,"4,018",748.535,511.699,0.000,0.000,"1,260.234"
2018,11,ME,5609,Eastern Maine Electric Coop,Final,AC,0.058,0.100,.,.,0.158,11,1,.,.,12,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.052,.,.,.,0.052,10,.,.,.,10,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.110,0.100,NM,0.000,0.210,21,1,0,0,22,0.000,0.000,0.000,0.000,0.000
2018,11,ME,61823,"Greenskies Renewable Energy, LLC",Final,DC,.,2.360,.,.,2.360,.,5,.,.,5,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,NM,2.360,NM,0.000,2.360,0,5,0,0,5,0.000,0.000,0.000,0.000,0.000
2018,11,ME,99999,Adjustment 2018,Final,,0.338,-0.376,.,.,-0.038,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.338,-0.376,.,.,-0.038,.,.,.,.,.,.,.,.,.,.
2018,11,MI,392,Alpena Power Co,Final,AC,0.037,0.011,.,.,0.048,3,2,.,.,5,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.042,.,.,.,0.042,17,.,.,.,17,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.079,0.011,NM,0.000,0.090,20,2,0,0,22,0.000,0.000,0.000,0.000,0.000
2018,11,MI,3828,Cloverland Electric Co-op,Final,AC,0.073,0.013,.,.,0.086,14,2,.,.,16,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,1.838,0.102,.,.,1.940,0.050,0.013,.,.,0.063,15,4,.,.,19,1.333,0.163,.,.,1.496,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.123,0.026,NM,0.000,0.149,29,6,0,0,35,3.171,0.265,0.000,0.000,3.436
2018,11,MI,4254,Consumers Energy Co,Final,DC,10.499,6.886,0.272,.,17.657,"1,523",187,6,.,"1,716",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.427,0.294,.,.,0.721,91,17,.,.,108,.,.,.,.,0.000,.,.,0.190,.,0.190,.,.,1,.,1,.,.,.,.,0.000,10.926,7.180,0.462,0.000,18.568,"1,614",204,7,0,"1,825",0.000,0.000,0.000,0.000,0.000
2018,11,MI,5109,DTE Electric Company,Final,AC,12.798,4.459,0.349,.,17.606,"2,092",254,20,.,"2,366",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.100,0.202,.,.,0.302,31,29,.,.,60,.,.,.,.,0.000,0.022,0.015,0.060,.,0.097,3,2,1,.,6,.,.,.,.,0.000,12.920,4.676,0.409,0.000,18.005,"2,126",285,21,0,"2,432",0.000,0.000,0.000,0.000,0.000
2018,11,MI,9324,Indiana Michigan Power Co,Final,AC,0.474,0.256,0.000,0.000,0.730,66,15,0,0,81,0.014,0.000,0.000,0.000,0.014,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,10.667,8.327,0.000,0.000,18.994,0.026,0.007,0.005,0.000,0.038,8,2,1,0,11,0.394,0.000,0.001,0.000,0.395,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.500,0.263,0.005,0.000,0.768,74,17,1,0,92,11.061,8.327,0.001,0.000,19.389
2018,11,MI,10704,City of Lansing - (MI),Final,DC,0.125,0.030,0.000,0.000,0.155,23,4,0,0,27,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.125,0.030,NM,0.000,0.155,23,4,0,0,27,0.000,0.000,0.000,0.000,0.000
2018,11,MI,19578,Upper Peninsula Power Company,Final,AC,0.788,0.292,0.000,0.000,1.080,105,8,0,0,113,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.064,0.002,0.000,0.000,0.066,22,1,0,0,23,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.852,0.294,NM,0.000,1.146,127,9,0,0,136,0.000,0.000,0.000,0.000,0.000
2018,11,MI,60631,Upper Michigan Energy Resources Corp.,Final,DC,0.204,0.001,.,.,0.205,29,1,.,.,30,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.062,0.020,.,.,0.082,9,1,.,.,10,.,.,.,.,0.000,.,0.005,.,.,0.005,.,2,.,.,2,.,.,.,.,0.000,0.266,0.026,NM,0.000,0.292,38,4,0,0,42,0.000,0.000,0.000,0.000,0.000
2018,11,MI,61823,"Greenskies Renewable Energy, LLC",Final,DC,.,4.050,.,.,4.050,.,10,.,.,10,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,NM,4.050,NM,0.000,4.050,0,10,0,0,10,0.000,0.000,0.000,0.000,0.000
2018,11,MI,99999,Adjustment 2018,Final,,0.795,0.359,0.263,0.000,1.417,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.795,0.359,0.263,0.000,1.417,.,.,.,.,.,.,.,.,.,.
2018,11,MN,689,Connexus Energy,Final,AC,0.698,0.805,.,.,1.503,88,5,.,.,93,.,.,.,.,0.000,.,.,.,.,0,0.238,0.008,.,.,0.246,125,4,.,.,129,.,.,.,.,0.000,0.059,0.010,.,.,0.069,5,1,.,.,6,.,.,.,.,0.000,.,.,0.160,.,0.160,.,.,1,.,1,.,.,.,.,0.000,0.995,0.823,0.160,0.000,1.978,218,10,1,0,229,0.000,0.000,0.000,0.000,0.000
2018,11,MN,5574,East Central Energy,Final,AC,0.800,0.125,0.000,0.000,0.925,79,10,0,0,89,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,9.294,0.051,0.000,0.000,9.345,0.145,0.084,0.000,0.000,0.229,8,4,0,0,12,0.439,0.453,0.000,0.000,0.892,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.945,0.209,NM,0.000,1.154,87,14,0,0,101,9.733,0.504,0.000,0.000,10.237
2018,11,MN,10596,City of Lake Crystal - (MN),Final,AC,0.013,.,.,.,0.013,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.013,NM,NM,0.000,0.013,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000
2018,11,MN,12647,"ALLETE, Inc.",Final,AC,1.287,2.210,0.002,.,3.499,190,64,1,.,255,.,.,.,.,0.000,.,.,.,.,0,0.520,0.520,.,.,1.040,97,2,.,.,99,5.390,10.573,.,.,15.963,0.082,0.093,.,.,0.175,8,7,.,.,15,0.000,0.976,0.000,.,0.976,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.889,2.823,0.002,0.000,4.714,295,73,1,0,369,5.390,11.549,0.000,0.000,16.939
2018,11,MN,13781,Northern States Power Co - Minnesota,Final,DC,18.361,16.374,7.930,.,42.665,"2,513",616,163,.,"3,292",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,18.361,16.374,7.930,0.000,42.665,"2,513",616,163,0,"3,292",0.000,0.000,0.000,0.000,0.000
2018,11,MN,14232,Otter Tail Power Co,Final,AC,0.142,0.287,0.000,0.000,0.429,19,19,0,0,38,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,5.864,6.969,0.000,0.000,12.833,0.083,0.253,0.000,0.000,0.336,4,10,0,0,14,0.068,1.874,0.000,0.000,1.942,0.000,0.035,0.000,0.000,0.035,0,1,0,0,1,0.000,0.011,0.000,0.000,0.011,0.225,0.575,NM,0.000,0.800,23,30,0,0,53,5.932,8.854,0.000,0.000,14.786
2018,11,MN,16181,Rochester Public Utilities,Final,AC,0.596,0.126,0.000,0.000,0.722,86,6,0,0,92,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.286,0.000,0.000,0.000,0.286,208,0,0,0,208,49.071,1.193,0.000,0.000,50.264,0.003,0.000,0.000,0.000,0.003,1,0,0,0,1,0.010,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.885,0.126,NM,0.000,1.011,295,6,0,0,301,49.081,1.193,0.000,0.000,50.274
2018,11,MN,17267,Sioux Valley SW Elec Coop,Final,DC,0.015,0.028,0.000,0.000,0.043,2,2,0,0,4,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.561,0.616,0.000,0.000,1.177,0.045,0.000,0.000,0.000,0.045,3,0,0,0,3,1.311,0.000,0.000,0.000,1.311,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.060,0.028,NM,0.000,0.088,5,2,0,0,7,1.872,0.616,0.000,0.000,2.488
2018,11,MN,20996,Wright-Hennepin Coop Elec Assn,Final,AC,0.269,0.079,.,.,0.348,22,2,.,.,24,.,.,.,.,0.000,.,.,.,.,0,0.080,.,.,.,0.080,41,.,.,.,41,8.655,2.167,.,.,"9,085.738",0.100,.,.,.,0.100,6,.,.,.,6,0.939,.,.,.,0.939,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.449,0.079,NM,0.000,0.528,69,2,0,0,71,9.594,2.167,0.000,0.000,11.761
2018,11,MN,25177,Dakota Electric Association,Final,AC,1.231,0.392,.,.,1.623,131,13,.,.,144,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.110,0.095,.,.,0.205,6,4,.,.,10,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.341,0.487,NM,0.000,1.828,137,17,0,0,154,0.000,0.000,0.000,0.000,0.000
2018,11,MN,99999,Adjustment 2018,Final,,7.501,1.919,-1.055,0.000,8.366,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7.501,1.919,-1.055,0.000,8.366,.,.,.,.,.,.,.,.,.,.
2018,11,MO,4675,Cuivre River Electric Coop Inc,Final,AC,0.277,.,.,.,0.277,28,.,.,.,28,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,15.046,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.277,NM,NM,0.000,0.277,28,0,0,0,28,15.046,0.000,0.000,0.000,15.046
2018,11,MO,5860,Empire District Electric Co,Final,DC,15.816,7.058,0.732,.,23.606,"1,500",250,6,.,"1,756",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,32.581,25.094,0.000,.,57.675,0.030,0.008,0.001,.,0.039,6,2,1,.,9,0.000,0.000,0.000,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,15.846,7.066,0.733,0.000,23.645,"1,506",252,7,0,"1,765",32.581,25.094,0.000,0.000,57.675
2018,11,MO,9231,City of Independence - (MO),Final,AC,0.526,0.243,.,.,0.769,69,10,.,.,79,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,20.576,2.083,.,.,22.659,.,0.002,.,.,0.002,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.526,0.245,NM,0.000,0.771,69,11,0,0,80,20.576,2.083,0.000,0.000,22.659
2018,11,MO,10000,Kansas City Power & Light Co,Final,AC,9.296,16.841,.,.,26.137,947,742,.,.,"1,689",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,391.097,475.580,.,.,866.677,0.011,0.050,.,.,0.061,4,1,.,.,5,0.001,0.031,.,.,0.032,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,9.307,16.891,NM,0.000,26.198,951,743,0,0,"1,694",391.098,475.611,0.000,0.000,866.709
2018,11,MO,12698,KCP&L Greater Missouri Operations Co.,Final,AC,19.165,15.427,0.532,.,35.124,"1,240",645,17,.,"1,902",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,910.923,299.777,1.672,.,"1,212.372",0.026,0.009,.,.,0.035,11,3,.,.,14,1.464,0.041,.,.,1.505,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,19.191,15.436,0.532,0.000,35.159,"1,251",648,17,0,"1,916",912.387,299.818,1.672,0.000,"1,213.877"
2018,11,MO,17833,City Utilities of Springfield - (MO),Final,AC,1.275,1.160,.,.,2.435,174,36,.,.,210,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,2.797,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.275,1.160,NM,0.000,2.435,174,36,0,0,210,2.797,0.000,0.000,0.000,2.797
2018,11,MO,19436,Union Electric Co - (MO),Final,DC,23.786,30.873,1.880,.,56.539,"2,589","1,446",82,.,"4,117",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.048,0.018,0.000,.,0.066,18,7,0,.,25,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,23.834,30.891,1.880,0.000,56.605,"2,607","1,453",82,0,"4,142",0.000,0.000,0.000,0.000,0.000
2018,11,MO,99999,Adjustment 2018,Final,,6.760,-4.882,-0.456,.,1.423,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6.760,-4.882,-0.456,.,1.423,.,.,.,.,.,.,.,.,.,.
2018,11,MS,3841,Coast Electric Power Assn,Final,AC,0.064,0.009,.,.,0.073,102,1,.,.,103,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,38.000,1.800,.,.,39.800,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.064,0.009,NM,0.000,0.073,102,1,0,0,103,38.000,1.800,0.000,0.000,39.800
2018,11,MS,12685,Entergy Mississippi LLC,Final,DC,0.360,0.200,.,.,0.560,59,13,.,.,72,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.010,0.000,.,.,0.010,1,0,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.370,0.200,NM,0.000,0.570,60,13,0,0,73,0.000,0.000,0.000,0.000,0.000
2018,11,MS,12686,Mississippi Power Co,Final,DC,0.757,0.559,.,.,1.316,96,11,.,.,107,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.757,0.559,NM,0.000,1.316,96,11,0,0,107,0.000,0.000,0.000,0.000,0.000
2018,11,MS,17647,Southern Pine Elec Power Assn,Final,AC,0.138,0.315,.,.,0.453,19,4,.,.,23,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,4.563,21.524,.,.,26.087,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,0.065,.,.,0.065,.,1,.,.,1,.,0.000,.,.,0.000,0.138,0.380,NM,0.000,0.518,19,5,0,0,24,4.563,21.524,0.000,0.000,26.087
2018,11,MS,99999,Adjustment 2018,Final,,0.424,0.564,.,.,0.988,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.424,0.564,.,.,0.988,.,.,.,.,.,.,.,.,.,.
2018,11,MT,6395,Flathead Electric Coop Inc,Final,AC,0.279,0.123,.,.,0.402,44,14,.,.,58,.,.,.,.,0.000,.,.,.,.,0,0.100,.,.,.,0.100,260,.,.,.,260,.,.,.,.,0.000,0.005,.,.,.,0.005,4,.,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.384,0.123,NM,0.000,0.507,308,14,0,0,322,0.000,0.000,0.000,0.000,0.000
2018,11,MT,12692,"Missoula Electric Coop, Inc",Final,AC,0.250,0.015,0.000,0.000,0.265,43,2,0,0,45,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.111,0.046,0.000,0.000,0.157,124,8,0,0,132,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.002,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.363,0.061,NM,0.000,0.424,168,10,0,0,178,0.000,0.000,0.000,0.000,0.000
2018,11,MT,12825,NorthWestern Energy LLC - (MT),Final,DC,8.758,4.216,0.000,0.000,12.974,"1,848",415,0,0,"2,263",0.000,0.039,0.000,0.000,0.039,0,2,0,0,2,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.406,0.474,0.000,0.000,0.880,80,35,0,0,115,0.000,0.000,0.000,0.000,0.000,0.018,0.070,0.000,0.000,0.088,3,2,0,0,5,0.000,0.000,0.000,0.000,0.000,9.182,4.760,NM,0.000,13.942,"1,931",452,0,0,"2,383",0.000,0.000,0.000,0.000,0.000
2018,11,MT,19603,USBIA-Mission Valley Power,Final,AC,0.103,.,.,.,0.103,23,.,.,.,23,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.103,NM,NM,0.000,0.103,23,0,0,0,23,0.000,0.000,0.000,0.000,0.000
2018,11,MT,20997,Yellowstone Valley Elec Co-op,Final,AC,0.321,.,.,.,0.321,32,.,.,.,32,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.000,.,.,.,0.000,0.028,.,.,.,0.028,4,.,.,.,4,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.349,NM,NM,0.000,0.349,36,0,0,0,36,0.000,0.000,0.000,0.000,0.000
2018,11,MT,99999,Adjustment 2018,Final,,-0.355,-0.608,0.000,0.000,-0.964,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.355,-0.608,NM,0.000,-0.964,.,.,.,.,.,.,.,.,.,.
2018,11,NC,3046,Duke Energy Progress - (NC),Final,AC,20.473,14.323,.,.,34.796,"3,740",231,.,.,"3,971",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.002,0.010,.,.,0.012,1,1,.,.,2,.,.,.,.,0.000,.,7.889,.,.,7.889,.,17,.,.,17,.,.,.,.,0.000,20.475,22.222,NM,0.000,42.697,"3,741",249,0,0,"3,990",0.000,0.000,0.000,0.000,0.000
2018,11,NC,5416,"Duke Energy Carolinas, LLC",Final,AC,22.398,14.049,3.618,0.000,40.065,"4,108",290,21,0,"4,419",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,835.218,193.948,84.993,.,"1,114.159",0.004,0.006,0.033,0.000,0.043,4,3,1,0,8,.,.,.,.,0.000,0.002,0.406,.,.,0.408,1,2,.,.,3,.,.,.,.,0.000,22.404,14.461,3.651,0.000,40.516,"4,113",295,22,0,"4,430",835.218,193.948,84.993,0.000,"1,114.159"
2018,11,NC,9837,Jones-Onslow Elec Member Corp,Final,AC,0.387,.,.,.,0.387,56,.,.,.,56,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,15.307,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.387,NM,NM,0.000,0.387,56,0,0,0,56,15.307,0.000,0.000,0.000,15.307
2018,11,NC,16496,Rutherford Elec Member Corp,Final,AC,0.807,0.032,.,.,0.839,138,1,.,.,139,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,34.674,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.807,0.032,NM,0.000,0.839,138,1,0,0,139,34.674,0.000,0.000,0.000,34.674
2018,11,NC,19876,Virginia Electric & Power Co,Final,AC,0.510,0.450,0.000,0.000,0.960,98,7,0,0,105,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.030,0.046,0.000,0.000,0.076,5,7,0,0,12,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.540,0.496,NM,0.000,1.036,103,14,0,0,117,0.000,0.000,0.000,0.000,0.000
2018,11,NC,24889,Brunswick Electric Member Corp,Final,AC,1.024,.,.,.,1.024,128,.,.,.,128,.,.,.,.,0.000,.,.,.,.,0,0.010,.,.,.,0.010,15,.,.,.,15,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.034,NM,NM,0.000,1.034,143,0,0,0,143,0.000,0.000,0.000,0.000,0.000
2018,11,NC,99999,Adjustment 2018,Final,,8.700,0.144,.,.,8.844,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8.700,0.144,.,.,8.844,.,.,.,.,.,.,.,.,.,.
